OD.plate,OD.row,OD.col,OD600.raw,OD750.raw,Blankstart.600,Blankstart.750,Blankend.600,Blankend.750,note
38.1.2,G,3,0.061,0.14,0.04,0.042,,,
38.1.2,H,3,0.053,0.047,0.041,0.042,,,
38.1.2,A,4,0.056,0.054,0.046,0.047,,,
38.1.2,B,4,0.075,0.053,0.043,0.047,,,
38.1.2,C,4,0.063,0.051,0.043,0.043,,,
38.1.2,D,4,0.064,0.053,0.043,0.044,,,
38.1.2,E,4,0.052,0.049,0.04,0.045,,,
38.1.2,F,4,0.052,0.048,0.041,0.044,,,
38.1.2,G,4,0.045,0.045,0.04,0.043,,,
38.1.2,H,4,0.257,0.252,0.04,0.041,,,
38.1.2,A,5,0.22,0.214,0.043,0.044,,,
38.1.2,B,5,0.053,0.05,0.04,0.043,,,
38.1.2,C,5,0.044,0.04,0.049,0.045,,,
38.1.2,D,5,0.045,0.042,0.055,0.054,,,
38.1.2,E,5,0.064,0.054,0.041,0.046,,,
38.1.2,F,5,0.057,0.046,0.042,0.043,,,
38.1.2,G,5,0.089,0.075,0.038,0.044,,,
38.1.2,H,5,0.054,0.045,0.041,0.043,,,
38.1.2,A,6,0.044,0.042,0.041,0.042,,,
38.1.2,B,6,0.049,0.045,0.039,0.04,,,
38.1.2,C,6,0.048,0.042,0.043,0.044,,,
38.1.2,D,6,0.044,0.042,0.042,0.044,,,
38.1.2,E,6,0.047,0.043,0.042,0.043,,,
38.1.2,F,6,0.048,0.043,0.039,0.04,,,
38.1.2,G,6,0.045,0.044,0.04,0.042,,,
38.1.2,H,6,0.044,0.042,0.042,0.043,,,
38.1.2,A,7,0.045,0.057,0.047,0.046,,,
38.1.2,B,7,0.183,0.168,0.042,0.042,,,
38.1.2,C,7,0.092,0.07,0.044,0.045,,,
38.1.2,D,7,0.052,0.044,0.043,0.044,,,
38.1.2,E,7,0.082,0.077,0.043,0.043,,,
38.1.2,F,7,0.126,0.108,0.046,0.046,,,
38.1.2,G,7,0.117,0.11,0.047,0.047,,,
38.1.2,H,7,0.169,0.152,0.05,0.051,,,
38.1.2,A,8,0.044,0.044,0.044,0.043,,,
38.1.2,B,8,0.043,0.043,0.042,0.041,,,
38.1.2,C,8,0.047,0.045,0.041,0.04,,,
38.1.2,D,8,0.044,0.044,0.04,0.041,,,
38.1.2,E,8,0.044,0.046,0.046,0.048,,,
38.1.2,F,8,0.047,0.048,0.045,0.045,,,
38.1.2,G,8,0.044,0.045,0.044,0.045,,,
38.1.2,H,8,0.046,0.044,0.052,0.05,,,
38.1.2,A,9,0.061,0.054,0.043,0.044,,,
38.1.2,B,9,0.051,0.047,0.038,0.04,,,
38.1.2,C,9,0.056,0.049,0.042,0.042,,,
38.1.2,D,9,0.056,0.05,0.042,0.044,,,
38.1.2,E,9,0.057,0.058,0.039,0.045,,,
38.1.2,F,9,0.152,0.129,0.041,0.042,,,
38.1.2,G,9,0.062,0.066,0.044,0.048,,,
38.1.2,H,9,0.052,0.05,0.044,0.044,,,
38.1.2,A,10,0.043,0.042,0.041,0.043,,,
38.1.2,B,10,0.041,0.04,0.046,0.048,,,
38.1.2,C,10,0.067,0.095,0.042,0.043,,,
38.1.2,D,10,0.073,0.11,0.043,0.043,,,
38.1.2,E,10,0.066,0.059,0.039,0.043,,,
38.1.2,F,10,0.064,0.065,0.044,0.044,,,
38.1.2,G,10,0.046,0.046,0.043,0.044,,,
38.1.2,H,10,0.043,0.041,0.046,0.048,,,
38.1.2,A,11,0.044,0.043,0.043,0.045,,,
38.1.2,B,11,0.04,0.039,0.04,0.043,,,
38.1.2,C,11,0.048,0.045,0.04,0.04,,,
38.1.2,D,11,0.082,0.091,0.041,0.04,,,
38.1.2,E,11,0.054,0.07,0.047,0.048,,,
38.1.2,F,11,0.045,0.045,0.043,0.047,,,
38.1.2,G,11,0.044,0.043,0.04,0.042,,,
38.1.2,H,11,0.043,0.04,0.043,0.043,,,
38.1.2,A,12,0.051,0.046,0.047,0.048,,,
38.1.2,B,12,0.05,0.045,0.05,0.052,,,
38.1.2,C,12,0.055,0.044,0.067,0.074,,,
38.1.2,D,12,0.047,0.042,0.083,0.094,,,
38.1.2,E,12,0.048,0.049,0.072,0.08,,,
38.1.2,F,12,0.052,0.049,0.065,0.07,,,
38.1.2,G,12,0.043,0.041,0.102,0.115,,,
38.1.2,H,12,0.11,0.091,0.045,0.048,,,
39.1.2,A,1,0.042,0.04,0.053,0.051,,,
39.1.2,B,1,0.048,0.047,0.039,0.039,,,
39.1.2,C,1,0.101,0.091,0.04,0.04,,,
39.1.2,D,1,0.073,0.066,0.04,0.04,,,
39.1.2,E,1,0.063,0.054,0.049,0.048,,,
39.1.2,F,1,0.153,0.142,0.043,0.042,,,
39.1.2,G,1,0.049,0.044,0.041,0.04,,,
39.1.2,H,1,0.048,0.042,0.047,0.046,,,
39.1.2,A,2,0.043,0.042,0.041,0.043,,,
39.1.2,B,2,0.044,0.045,0.039,0.043,,,
39.1.2,C,2,0.042,0.04,0.047,0.047,,,
39.1.2,D,2,0.041,0.04,0.041,0.044,,,
39.1.2,E,2,0.042,0.042,0.04,0.043,,,
39.1.2,F,2,0.042,0.043,0.04,0.044,,,
39.1.2,G,2,0.045,0.042,0.039,0.04,,,
39.1.2,H,2,0.045,0.043,0.042,0.044,,,
39.1.2,A,3,0.07,0.121,0.044,0.046,,,
39.1.2,B,3,0.165,0.155,0.039,0.044,,,
39.1.2,C,3,0.042,0.039,0.041,0.041,,,
39.1.2,D,3,0.046,0.043,0.059,0.056,,,
39.1.2,E,3,0.057,0.056,0.041,0.041,,,
39.1.2,F,3,0.047,0.043,0.042,0.041,,,
39.1.2,G,3,0.106,0.099,0.04,0.042,,,
39.1.2,H,3,0.07,0.062,0.041,0.042,,,
39.1.2,A,4,0.042,0.042,0.046,0.047,,,
39.1.2,B,4,0.12,0.125,0.043,0.047,,,
39.1.2,C,4,0.043,0.042,0.043,0.043,,,
39.1.2,D,4,0.088,0.089,0.043,0.044,,,
39.1.2,E,4,0.09,0.092,0.04,0.045,,,
39.1.2,F,4,0.041,0.042,0.041,0.044,,,
39.1.2,G,4,0.123,0.108,0.04,0.043,,,
39.1.2,H,4,0.137,0.131,0.04,0.041,,,
39.1.2,A,5,0.043,0.042,0.043,0.044,,,
39.1.2,B,5,0.048,0.046,0.04,0.043,,,
39.1.2,C,5,0.077,0.076,0.049,0.045,,,
39.1.2,D,5,0.05,0.049,0.055,0.054,,,
39.1.2,E,5,0.044,0.047,0.041,0.046,,,
39.1.2,F,5,0.044,0.043,0.042,0.043,,,
39.1.2,G,5,0.045,0.046,0.038,0.044,,,
39.1.2,H,5,0.044,0.042,0.041,0.043,,,
39.1.2,A,6,0.045,0.041,0.041,0.042,,,
39.1.2,B,6,0.044,0.041,0.039,0.04,,,
39.1.2,C,6,0.046,0.041,0.043,0.044,,,
39.1.2,D,6,0.043,0.043,0.042,0.044,,,
39.1.2,E,6,0.057,0.046,0.042,0.043,,,
39.1.2,F,6,0.052,0.043,0.039,0.04,,,
39.1.2,G,6,0.057,0.051,0.04,0.042,,,
39.1.2,H,6,0.052,0.046,0.042,0.043,,,
39.1.2,A,7,0.362,0.272,0.047,0.046,,,
39.1.2,B,7,0.044,0.043,0.042,0.042,,,
39.1.2,C,7,0.087,0.089,0.044,0.045,,,
39.1.2,D,7,0.064,0.054,0.043,0.044,,,
39.1.2,E,7,0.079,0.069,0.043,0.043,,,
39.1.2,F,7,0.102,0.087,0.046,0.046,,,
39.1.2,G,7,0.047,0.046,0.047,0.047,,,
39.1.2,H,7,0.06,0.056,0.05,0.051,,,
39.1.2,A,8,0.05,0.045,0.044,0.043,,,
39.1.2,B,8,0.048,0.042,0.042,0.041,,,
39.1.2,C,8,0.042,0.04,0.041,0.04,,,
39.1.2,D,8,0.044,0.042,0.04,0.041,,,
39.1.2,E,8,0.058,0.062,0.046,0.048,,,
39.1.2,F,8,0.066,0.06,0.045,0.045,,,
39.1.2,G,8,0.045,0.043,0.044,0.045,,,
39.1.2,H,8,0.045,0.042,0.052,0.05,,,
39.1.2,A,9,0.262,0.22,0.043,0.044,,,
39.1.2,B,9,0.079,0.074,0.038,0.04,,,
39.1.2,C,9,0.043,0.041,0.042,0.042,,,
39.1.2,D,9,0.042,0.043,0.042,0.044,,,
39.1.2,E,9,0.078,0.065,0.039,0.045,,,
39.1.2,F,9,0.052,0.046,0.041,0.042,,,
39.1.2,G,9,0.046,0.048,0.044,0.048,,,
39.1.2,H,9,0.058,0.051,0.044,0.044,,,
39.1.2,A,10,0.193,0.206,0.041,0.043,,,
39.1.2,B,10,0.042,0.042,0.046,0.048,,,
39.1.2,C,10,0.181,0.16,0.042,0.043,,,
39.1.2,D,10,0.056,0.054,0.043,0.043,,,
39.1.2,E,10,0.048,0.047,0.039,0.043,,,
39.1.2,F,10,0.303,0.245,0.044,0.044,,,
39.1.2,G,10,0.129,0.113,0.043,0.044,,,
39.1.2,H,10,0.047,0.045,0.046,0.048,,,
39.1.2,A,11,0.058,0.055,0.043,0.045,,,
39.1.2,B,11,0.091,0.098,0.04,0.043,,,
39.1.2,C,11,0.059,0.054,0.04,0.04,,,
39.1.2,D,11,0.098,0.083,0.041,0.04,,,
39.1.2,E,11,0.046,0.045,0.047,0.048,,,
39.1.2,F,11,0.046,0.048,0.043,0.047,,,
39.1.2,G,11,0.043,0.043,0.04,0.042,,,
39.1.2,H,11,0.043,0.042,0.043,0.043,,,
39.1.2,A,12,0.132,0.118,0.047,0.048,,,
39.1.2,B,12,0.052,0.045,0.05,0.052,,,
39.1.2,C,12,0.042,0.041,0.067,0.074,,,
39.1.2,D,12,0.042,0.041,0.083,0.094,,,
39.1.2,E,12,0.052,0.047,0.072,0.08,,,
39.1.2,F,12,0.053,0.046,0.065,0.07,,,
39.1.2,G,12,0.043,0.041,0.102,0.115,,,
39.1.2,H,12,0.051,0.047,0.045,0.048,,,
40.1.2,A,1,0.041,0.04,0.053,0.051,,,
40.1.2,B,1,0.04,0.04,0.039,0.039,,,
40.1.2,C,1,0.041,0.04,0.04,0.04,,,
40.1.2,D,1,0.044,0.042,0.04,0.04,,,
40.1.2,E,1,0.052,0.054,0.049,0.048,,,
40.1.2,F,1,0.138,0.111,0.043,0.042,,,
40.1.2,G,1,0.043,0.041,0.041,0.04,,,
40.1.2,H,1,0.043,0.041,0.047,0.046,,,
40.1.2,A,2,0.059,0.061,0.041,0.043,,,
40.1.2,B,2,0.049,0.042,0.039,0.043,,,
40.1.2,C,2,0.062,0.048,0.047,0.047,,,
40.1.2,D,2,0.064,0.049,0.041,0.044,,,
40.1.2,E,2,0.049,0.046,0.04,0.043,,,
40.1.2,F,2,0.044,0.044,0.04,0.044,,,
40.1.2,G,2,0.049,0.042,0.039,0.04,,,
40.1.2,H,2,0.058,0.047,0.042,0.044,,,
40.1.2,A,3,0.047,0.045,0.044,0.046,,,
40.1.2,B,3,0.043,0.043,0.039,0.044,,,
40.1.2,C,3,0.056,0.046,0.041,0.041,,,
40.1.2,D,3,0.062,0.05,0.059,0.056,,,
40.1.2,E,3,0.045,0.053,0.041,0.041,,,
40.1.2,F,3,0.046,0.042,0.042,0.041,,,
40.1.2,G,3,0.046,0.042,0.04,0.042,,,
40.1.2,H,3,0.055,0.049,0.041,0.042,,,
40.1.2,A,4,0.049,0.044,0.046,0.047,,,
40.1.2,B,4,0.053,0.047,0.043,0.047,,,
40.1.2,C,4,0.057,0.045,0.043,0.043,,,
40.1.2,D,4,0.056,0.048,0.043,0.044,,,
40.1.2,E,4,0.043,0.045,0.04,0.045,,,
40.1.2,F,4,0.045,0.044,0.041,0.044,,,
40.1.2,G,4,0.041,0.04,0.04,0.043,,,
40.1.2,H,4,0.065,0.055,0.04,0.041,,,
40.1.2,A,5,0.043,0.041,0.043,0.044,,,
40.1.2,B,5,0.041,0.041,0.04,0.043,,,
40.1.2,C,5,0.043,0.04,0.049,0.045,,,
40.1.2,D,5,0.041,0.04,0.055,0.054,,,
40.1.2,E,5,0.043,0.045,0.041,0.046,,,
40.1.2,F,5,0.043,0.042,0.042,0.043,,,
40.1.2,G,5,0.046,0.047,0.038,0.044,,,
40.1.2,H,5,0.062,0.052,0.041,0.043,,,
40.1.2,A,6,0.087,0.087,0.041,0.042,,,
40.1.2,B,6,0.051,0.05,0.039,0.04,,,
40.1.2,C,6,0.067,0.051,0.043,0.044,,,
40.1.2,D,6,0.066,0.052,0.042,0.044,,,
40.1.2,E,6,0.062,0.055,0.042,0.043,,,
40.1.2,F,6,0.068,0.062,0.039,0.04,,,
40.1.2,G,6,0.212,0.182,0.04,0.042,,,
40.1.2,H,6,0.177,0.163,0.042,0.043,,,
40.1.2,A,7,0.042,0.115,0.047,0.046,,,
40.1.2,B,7,0.041,0.04,0.042,0.042,,,
40.1.2,C,7,0.084,0.051,0.044,0.045,,,
40.1.2,D,7,0.051,0.047,0.043,0.044,,,
40.1.2,E,7,0.045,0.044,0.043,0.043,,,
40.1.2,F,7,0.059,0.078,0.046,0.046,,,
40.1.2,G,7,0.065,0.067,0.047,0.047,,,
40.1.2,H,7,0.154,0.162,0.05,0.051,,,
40.1.2,A,8,0.056,0.049,0.044,0.043,,,
40.1.2,B,8,0.07,0.097,0.042,0.041,,,
40.1.2,C,8,0.066,0.07,0.041,0.04,,,
40.1.2,D,8,0.064,0.052,0.04,0.041,,,
40.1.2,E,8,0.08,0.07,0.046,0.048,,,
40.1.2,F,8,0.066,0.059,0.045,0.045,,,
40.1.2,G,8,0.063,0.052,0.044,0.045,,,
40.1.2,H,8,0.066,0.052,0.052,0.05,,,
40.1.2,A,9,0.047,0.07,0.043,0.044,,,
40.1.2,B,9,0.048,0.051,0.038,0.04,,,
40.1.2,C,9,0.067,0.076,0.042,0.042,,,
40.1.2,D,9,0.046,0.046,0.042,0.044,,,
40.1.2,E,9,0.045,0.046,0.039,0.045,,,
40.1.2,F,9,0.078,0.226,0.041,0.042,,,
40.1.2,G,9,0.044,0.047,0.044,0.048,,,
40.1.2,H,9,0.052,0.054,0.044,0.044,,,
40.1.2,A,10,0.044,0.042,0.041,0.043,,,
40.1.2,B,10,0.045,0.044,0.046,0.048,,,
40.1.2,C,10,0.065,0.049,0.042,0.043,,,
40.1.2,D,10,0.072,0.059,0.043,0.043,,,
40.1.2,E,10,0.046,0.044,0.039,0.043,,,
40.1.2,F,10,0.045,0.041,0.044,0.044,,,
40.1.2,G,10,0.067,0.052,0.043,0.044,,,
40.1.2,H,10,0.064,0.05,0.046,0.048,,,
40.1.2,A,11,0.079,0.071,0.043,0.045,,,
40.1.2,B,11,0.04,0.039,0.04,0.043,,,
40.1.2,C,11,0.045,0.04,0.04,0.04,,,
40.1.2,D,11,0.041,0.039,0.041,0.04,,,
40.1.2,E,11,0.061,0.056,0.047,0.048,,,
40.1.2,F,11,0.081,0.073,0.043,0.047,,,
40.1.2,G,11,0.124,0.118,0.04,0.042,,,
40.1.2,H,11,0.04,0.039,0.043,0.043,,,
40.1.2,A,12,0.287,0.194,0.047,0.048,,,
40.1.2,B,12,0.056,0.051,0.05,0.052,,,
40.1.2,C,12,0.164,0.088,0.067,0.074,,,
40.1.2,D,12,0.083,0.078,0.083,0.094,,,
40.1.2,E,12,0.057,0.05,0.072,0.08,,,
40.1.2,F,12,0.052,0.049,0.065,0.07,,,
40.1.2,G,12,0.095,0.097,0.102,0.115,,,
40.1.2,H,12,0.045,0.041,0.045,0.048,,,
41.1.2,A,1,0.098,0.08,0.053,0.051,,,
41.1.2,B,1,0.047,0.048,0.039,0.039,,,
41.1.2,C,1,0.051,0.043,0.04,0.04,,,
41.1.2,D,1,0.054,0.041,0.04,0.04,,,
41.1.2,E,1,0.061,0.061,0.049,0.048,,,
41.1.2,F,1,0.042,0.039,0.043,0.042,,,
41.1.2,G,1,0.072,0.062,0.041,0.04,,,
41.1.2,H,1,0.061,0.053,0.047,0.046,,,
41.1.2,A,2,0.411,0.453,0.041,0.043,,,
41.1.2,B,2,0.308,0.3,0.039,0.043,,,
41.1.2,C,2,0.083,0.14,0.047,0.047,,,
41.1.2,D,2,0.627,0.612,0.041,0.044,,,
41.1.2,E,2,0.095,0.086,0.04,0.043,,,
41.1.2,F,2,0.061,0.058,0.04,0.044,,,
41.1.2,G,2,0.039,0.037,0.039,0.04,,,
41.1.2,H,2,0.051,0.054,0.042,0.044,,,
41.1.2,A,3,0.05,0.048,0.044,0.046,,,
41.1.2,B,3,0.047,0.055,0.039,0.044,,,
41.1.2,C,3,0.047,0.043,0.041,0.041,,,
41.1.2,D,3,0.053,0.047,0.059,0.056,,,
41.1.2,E,3,0.044,0.041,0.041,0.041,,,
41.1.2,F,3,0.044,0.04,0.042,0.041,,,
41.1.2,G,3,0.168,0.146,0.04,0.042,,,
41.1.2,H,3,0.195,0.163,0.041,0.042,,,
41.1.2,A,4,0.048,0.045,0.046,0.047,,,
41.1.2,B,4,0.048,0.048,0.043,0.047,,,
41.1.2,C,4,0.075,0.075,0.043,0.043,,,
41.1.2,D,4,0.147,0.132,0.043,0.044,,,
41.1.2,E,4,0.042,0.044,0.04,0.045,,,
41.1.2,F,4,0.043,0.044,0.041,0.044,,,
41.1.2,G,4,0.202,0.196,0.04,0.043,,,
41.1.2,H,4,0.058,0.064,0.04,0.041,,,
41.1.2,A,5,0.048,0.046,0.043,0.044,,,
41.1.2,B,5,0.051,0.046,0.04,0.043,,,
41.1.2,C,5,0.047,0.042,0.049,0.045,,,
41.1.2,D,5,0.044,0.042,0.055,0.054,,,
41.1.2,E,5,0.049,0.049,0.041,0.046,,,
41.1.2,F,5,0.047,0.044,0.042,0.043,,,
41.1.2,G,5,0.044,0.046,0.038,0.044,,,
41.1.2,H,5,0.053,0.05,0.041,0.043,,,
41.1.2,A,6,0.042,0.04,0.041,0.042,,,
41.1.2,B,6,0.043,0.041,0.039,0.04,,,
41.1.2,C,6,0.048,0.045,0.043,0.044,,,
41.1.2,D,6,0.043,0.042,0.042,0.044,,,
41.1.2,E,6,0.043,0.041,0.042,0.043,,,
41.1.2,F,6,0.054,0.053,0.039,0.04,,,
41.1.2,G,6,0.497,0.434,0.04,0.042,,,
41.1.2,H,6,0.05,0.046,0.042,0.043,,,
41.1.2,A,7,0.046,0.05,0.047,0.046,,,
41.1.2,B,7,0.048,0.051,0.042,0.042,,,
41.1.2,C,7,0.044,0.042,0.044,0.045,,,
41.1.2,D,7,0.046,0.042,0.043,0.044,,,
41.1.2,E,7,0.042,0.041,0.043,0.043,,,
41.1.2,F,7,0.042,0.041,0.046,0.046,,,
41.1.2,G,7,0.049,0.047,0.047,0.047,,,
41.1.2,H,7,0.051,0.051,0.05,0.051,,,
41.1.2,A,8,0.086,0.096,0.044,0.043,,,
41.1.2,B,8,0.094,0.147,0.042,0.041,,,
41.1.2,C,8,0.087,0.094,0.041,0.04,,,
41.1.2,D,8,0.072,0.079,0.04,0.041,,,
41.1.2,E,8,0.045,0.047,0.046,0.048,,,
41.1.2,F,8,0.168,0.201,0.045,0.045,,,
41.1.2,G,8,0.052,0.051,0.044,0.045,,,
41.1.2,H,8,0.241,0.239,0.052,0.05,,,
41.1.2,A,9,0.047,0.043,0.043,0.044,,,
41.1.2,B,9,0.046,0.043,0.038,0.04,,,
41.1.2,C,9,0.048,0.044,0.042,0.042,,,
41.1.2,D,9,0.057,0.051,0.042,0.044,,,
41.1.2,E,9,0.045,0.047,0.039,0.045,,,
41.1.2,F,9,0.045,0.044,0.041,0.042,,,
41.1.2,G,9,0.139,0.113,0.044,0.048,,,
41.1.2,H,9,0.26,0.244,0.044,0.044,,,
41.1.2,A,10,0.048,0.044,0.041,0.043,,,
41.1.2,B,10,0.049,0.045,0.046,0.048,,,
41.1.2,C,10,0.046,0.045,0.042,0.043,,,
41.1.2,D,10,0.045,0.044,0.043,0.043,,,
41.1.2,E,10,0.046,0.045,0.039,0.043,,,
41.1.2,F,10,0.085,0.118,0.044,0.044,,,
41.1.2,G,10,0.051,0.047,0.043,0.044,,,
41.1.2,H,10,0.042,0.041,0.046,0.048,,,
41.1.2,A,11,0.661,0.323,0.043,0.045,,,
41.1.2,B,11,0.26,0.121,0.04,0.043,,,
41.1.2,C,11,0.098,0.099,0.04,0.04,,,
41.1.2,D,11,0.255,0.112,0.041,0.04,,,
41.1.2,E,11,0.092,0.076,0.047,0.048,,,
41.1.2,F,11,0.059,0.059,0.043,0.047,,,
41.1.2,G,11,0.083,0.07,0.04,0.042,,,
41.1.2,H,11,0.084,0.081,0.043,0.043,,,
41.1.2,A,12,0.089,0.094,0.047,0.048,,,
41.1.2,B,12,0.159,0.217,0.05,0.052,,,
41.1.2,C,12,0.069,0.075,0.067,0.074,,,
41.1.2,D,12,0.137,0.134,0.083,0.094,,,
41.1.2,E,12,0.057,0.052,0.072,0.08,,,
41.1.2,F,12,0.064,0.063,0.065,0.07,,,
41.1.2,G,12,0.064,0.062,0.102,0.115,,,
41.1.2,H,12,0.483,0.169,0.045,0.048,,,
42.1.2,A,1,0.08,0.095,0.053,0.051,,,
42.1.2,B,1,0.068,0.076,0.039,0.039,,,
42.1.2,C,1,0.057,0.066,0.04,0.04,,,
42.1.2,D,1,0.051,0.051,0.04,0.04,,,
42.1.2,E,1,0.046,0.045,0.049,0.048,,,
42.1.2,F,1,0.048,0.047,0.043,0.042,,,
42.1.2,G,1,0.045,0.043,0.041,0.04,,,
42.1.2,H,1,0.07,0.078,0.047,0.046,,,
42.1.2,A,2,0.048,0.046,0.041,0.043,,,
42.1.2,B,2,0.047,0.046,0.039,0.043,,,
42.1.2,C,2,0.056,0.052,0.047,0.047,,,
42.1.2,D,2,0.263,0.217,0.041,0.044,,,
42.1.2,E,2,0.043,0.044,0.04,0.043,,,
42.1.2,F,2,0.042,0.043,0.04,0.044,,,
42.1.2,G,2,0.041,0.039,0.039,0.04,,,
42.1.2,H,2,0.043,0.042,0.042,0.044,,,
42.1.2,A,3,0.34,0.522,0.044,0.046,,,
42.1.2,B,3,0.043,0.044,0.039,0.044,,,
42.1.2,C,3,0.237,0.27,0.041,0.041,,,
42.1.2,D,3,0.066,0.06,0.059,0.056,,,
42.1.2,E,3,0.043,0.04,0.041,0.041,,,
42.1.2,F,3,0.045,0.041,0.042,0.041,,,
42.1.2,G,3,0.042,0.042,0.04,0.042,,,
42.1.2,H,3,0.083,0.078,0.041,0.042,,,
42.1.2,A,4,0.054,0.051,0.046,0.047,,,
42.1.2,B,4,0.049,0.049,0.043,0.047,,,
42.1.2,C,4,0.075,0.066,0.043,0.043,,,
42.1.2,D,4,0.048,0.046,0.043,0.044,,,
42.1.2,E,4,0.045,0.047,0.04,0.045,,,
42.1.2,F,4,0.05,0.051,0.041,0.044,,,
42.1.2,G,4,0.045,0.047,0.04,0.043,,,
42.1.2,H,4,0.05,0.044,0.04,0.041,,,
42.1.2,A,5,0.043,0.041,0.043,0.044,,,
42.1.2,B,5,0.047,0.046,0.04,0.043,,,
42.1.2,C,5,0.042,0.039,0.049,0.045,,,
42.1.2,D,5,0.042,0.041,0.055,0.054,,,
42.1.2,E,5,0.045,0.047,0.041,0.046,,,
42.1.2,F,5,0.047,0.043,0.042,0.043,,,
42.1.2,G,5,0.152,0.134,0.038,0.044,,,
42.1.2,H,5,0.048,0.045,0.041,0.043,,,
42.1.2,A,6,0.044,0.043,0.041,0.042,,,
42.1.2,B,6,0.043,0.042,0.039,0.04,,,
42.1.2,C,6,0.059,0.058,0.043,0.044,,,
42.1.2,D,6,0.048,0.045,0.042,0.044,,,
42.1.2,E,6,0.042,0.041,0.042,0.043,,,
42.1.2,F,6,0.288,0.26,0.039,0.04,,,
42.1.2,G,6,0.043,0.043,0.04,0.042,,,
42.1.2,H,6,0.232,0.206,0.042,0.043,,,
42.1.2,A,7,0.051,0.049,0.047,0.046,,,
42.1.2,B,7,0.049,0.049,0.042,0.042,,,
42.1.2,C,7,0.057,0.053,0.044,0.045,,,
42.1.2,D,7,0.053,0.06,0.043,0.044,,,
42.1.2,E,7,0.046,0.044,0.043,0.043,,,
42.1.2,F,7,0.04,0.039,0.046,0.046,,,
42.1.2,G,7,0.058,0.057,0.047,0.047,,,
42.1.2,H,7,0.054,0.055,0.05,0.051,,,
42.1.2,A,8,0.049,0.046,0.044,0.043,,,
42.1.2,B,8,0.048,0.045,0.042,0.041,,,
42.1.2,C,8,0.041,0.04,0.041,0.04,,,
42.1.2,D,8,0.041,0.041,0.04,0.041,,,
42.1.2,E,8,0.046,0.046,0.046,0.048,,,
42.1.2,F,8,0.045,0.044,0.045,0.045,,,
42.1.2,G,8,0.045,0.045,0.044,0.045,,,
42.1.2,H,8,0.164,0.135,0.052,0.05,,,
42.1.2,A,9,0.165,0.137,0.043,0.044,,,
42.1.2,B,9,0.046,0.05,0.038,0.04,,,
42.1.2,C,9,0.048,0.043,0.042,0.042,,,
42.1.2,D,9,0.105,0.059,0.042,0.044,,,
42.1.2,E,9,0.047,0.048,0.039,0.045,,,
42.1.2,F,9,0.167,0.151,0.041,0.042,,,
42.1.2,G,9,0.112,0.1,0.044,0.048,,,
42.1.2,H,9,0.046,0.045,0.044,0.044,,,
42.1.2,A,10,0.048,0.043,0.041,0.043,,,
42.1.2,B,10,0.063,0.074,0.046,0.048,,,
42.1.2,C,10,0.044,0.043,0.042,0.043,,,
42.1.2,D,10,0.046,0.043,0.043,0.043,,,
42.1.2,E,10,0.043,0.044,0.039,0.043,,,
42.1.2,F,10,0.072,0.07,0.044,0.044,,,
42.1.2,G,10,0.062,0.049,0.043,0.044,,,
42.1.2,H,10,0.066,0.069,0.046,0.048,,,
42.1.2,A,11,0.052,0.05,0.043,0.045,,,
42.1.2,B,11,0.042,0.042,0.04,0.043,,,
42.1.2,C,11,0.04,0.04,0.04,0.04,,,
42.1.2,D,11,0.041,0.04,0.041,0.04,,,
42.1.2,E,11,0.047,0.046,0.047,0.048,,,
42.1.2,F,11,0.045,0.071,0.043,0.047,,,
42.1.2,G,11,0.041,0.041,0.04,0.042,,,
42.1.2,H,11,0.047,0.044,0.043,0.043,,,
42.1.2,A,12,0.049,0.047,0.047,0.048,,,
42.1.2,B,12,0.046,0.045,0.05,0.052,,,
42.1.2,C,12,0.046,0.042,0.067,0.074,,,
42.1.2,D,12,0.041,0.041,0.083,0.094,,,
42.1.2,E,12,0.045,0.043,0.072,0.08,,,
42.1.2,F,12,0.094,0.094,0.065,0.07,,,
42.1.2,G,12,0.054,0.069,0.102,0.115,,,
42.1.2,H,12,0.067,0.113,0.045,0.048,,,
43.1.2,A,1,0.048,0.047,0.038,0.038,,,
43.1.2,B,1,0.046,0.045,0.038,0.038,,,
43.1.2,C,1,0.137,0.118,0.038,0.037,,,
43.1.2,D,1,0.276,0.118,0.039,0.039,,,
43.1.2,E,1,0.049,0.049,0.042,0.042,,,
43.1.2,F,1,0.052,0.053,0.04,0.039,,,
43.1.2,G,1,0.065,0.062,0.039,0.039,,,
43.1.2,H,1,0.1,0.089,0.039,0.039,,,
43.1.2,A,2,0.117,0.125,0.039,0.04,,,
43.1.2,B,2,0.045,0.047,0.038,0.04,,,
43.1.2,C,2,0.055,0.05,0.039,0.038,,,
43.1.2,D,2,0.076,0.05,0.038,0.038,,,
43.1.2,E,2,0.062,0.054,0.041,0.042,,,
43.1.2,F,2,0.12,0.111,0.041,0.043,,,
43.1.2,G,2,0.056,0.055,0.046,0.044,,,
43.1.2,H,2,0.065,0.078,0.039,0.038,,,
43.1.2,A,3,0.048,0.048,0.04,0.041,,,
43.1.2,B,3,0.104,0.076,0.038,0.042,,,
43.1.2,C,3,0.046,0.042,0.039,0.039,,,
43.1.2,D,3,0.051,0.044,0.043,0.042,,,
43.1.2,E,3,0.066,0.053,0.044,0.043,,,
43.1.2,F,3,0.125,0.1,0.047,0.045,,,
