OD.plate,OD.row,OD.col,OD600.raw,OD750.raw,Blankstart.600,Blankstart.750,Blankend.600,Blankend.750,note
43.1.2,G,3,0.137,0.133,0.042,0.043,,,
43.1.2,H,3,0.051,0.049,0.041,0.041,,,
43.1.2,A,4,0.044,0.042,0.042,0.042,,,
43.1.2,B,4,0.051,0.052,0.039,0.042,,,
43.1.2,C,4,0.052,0.051,0.04,0.038,,,
43.1.2,D,4,0.047,0.044,0.043,0.043,,,
43.1.2,E,4,0.103,0.084,0.04,0.043,,,
43.1.2,F,4,0.046,0.043,0.046,0.046,,,
43.1.2,G,4,0.057,0.059,0.039,0.041,,,
43.1.2,H,4,0.043,0.053,0.04,0.039,,,
43.1.2,A,5,0.045,0.042,0.04,0.042,,,
43.1.2,B,5,0.048,0.044,0.039,0.041,,,
43.1.2,C,5,0.045,0.041,0.041,0.04,,,
43.1.2,D,5,0.046,0.042,0.04,0.041,,,
43.1.2,E,5,0.058,0.051,0.04,0.044,,,
43.1.2,F,5,0.05,0.044,0.041,0.041,,,
43.1.2,G,5,0.05,0.048,0.042,0.046,,,
43.1.2,H,5,0.057,0.059,0.041,0.041,,,
43.1.2,A,6,0.042,0.041,0.037,0.038,,,
43.1.2,B,6,0.069,0.094,0.039,0.04,,,
43.1.2,C,6,0.057,0.046,0.04,0.04,,,
43.1.2,D,6,0.041,0.04,0.039,0.042,,,
43.1.2,E,6,0.041,0.043,0.04,0.041,,,
43.1.2,F,6,0.048,0.051,0.04,0.04,,,
43.1.2,G,6,0.043,0.043,0.041,0.043,,,
43.1.2,H,6,0.052,0.046,0.041,0.041,,,
43.1.2,A,7,0.134,0.127,0.039,0.039,,,
43.1.2,B,7,0.247,0.202,0.041,0.041,,,
43.1.2,C,7,0.19,0.125,0.04,0.039,,,
43.1.2,D,7,0.186,0.156,0.039,0.038,,,
43.1.2,E,7,0.042,0.04,0.04,0.039,,,
43.1.2,F,7,0.18,0.162,0.039,0.039,,,
43.1.2,G,7,0.148,0.12,0.041,0.04,,,
43.1.2,H,7,0.109,0.141,0.04,0.043,,,
43.1.2,A,8,0.04,0.039,0.04,0.041,,,
43.1.2,B,8,0.049,0.047,0.039,0.04,,,
43.1.2,C,8,0.045,0.04,0.04,0.041,,,
43.1.2,D,8,0.049,0.058,0.039,0.04,,,
43.1.2,E,8,0.05,0.047,0.04,0.043,,,
43.1.2,F,8,0.05,0.047,0.04,0.042,,,
43.1.2,G,8,0.129,0.118,0.042,0.044,,,
43.1.2,H,8,0.189,0.193,0.042,0.042,,,
43.1.2,A,9,0.15,0.175,0.042,0.043,,,
43.1.2,B,9,0.071,0.064,0.04,0.041,,,
43.1.2,C,9,0.048,0.045,0.041,0.041,,,
43.1.2,D,9,0.047,0.044,0.042,0.043,,,
43.1.2,E,9,0.112,0.098,0.041,0.046,,,
43.1.2,F,9,0.05,0.046,0.04,0.041,,,
43.1.2,G,9,0.129,0.112,0.04,0.045,,,
43.1.2,H,9,0.074,0.067,0.04,0.04,,,
43.1.2,A,10,0.08,0.063,0.041,0.041,,,
43.1.2,B,10,0.05,0.05,0.04,0.042,,,
43.1.2,C,10,0.09,0.09,0.041,0.042,,,
43.1.2,D,10,0.053,0.048,0.042,0.042,,,
43.1.2,E,10,0.078,0.077,0.04,0.043,,,
43.1.2,F,10,0.087,0.094,0.041,0.04,,,
43.1.2,G,10,0.046,0.044,0.042,0.042,,,
43.1.2,H,10,0.053,0.051,0.042,0.042,,,
43.1.2,A,11,0.09,0.058,0.044,0.045,,,
43.1.2,B,11,0.073,0.068,0.04,0.042,,,
43.1.2,C,11,0.055,0.049,0.046,0.043,,,
43.1.2,D,11,0.055,0.048,0.039,0.038,,,
43.1.2,E,11,0.061,0.053,0.04,0.042,,,
43.1.2,F,11,0.056,0.051,0.043,0.046,,,
43.1.2,G,11,0.085,0.068,0.04,0.042,,,
43.1.2,H,11,0.113,0.097,0.039,0.04,,,
43.1.2,A,12,0.069,0.061,0.04,0.041,,,
43.1.2,B,12,0.041,0.039,0.042,0.042,,,
43.1.2,C,12,0.046,0.048,0.046,0.047,,,
43.1.2,D,12,0.084,0.075,0.04,0.041,,,
43.1.2,E,12,0.044,0.046,0.042,0.042,,,
43.1.2,F,12,0.05,0.097,0.042,0.043,,,
43.1.2,G,12,0.048,0.042,0.041,0.042,,,
43.1.2,H,12,0.048,0.046,0.04,0.04,,,
44.1.2,A,1,0.048,0.064,0.038,0.038,,,
44.1.2,B,1,0.049,0.051,0.038,0.038,,,
44.1.2,C,1,0.159,0.129,0.038,0.037,,,
44.1.2,D,1,0.044,0.044,0.039,0.039,,,
44.1.2,E,1,0.17,0.211,0.042,0.042,,,
44.1.2,F,1,0.183,0.16,0.04,0.039,,,
44.1.2,G,1,0.053,0.053,0.039,0.039,,,
44.1.2,H,1,0.203,0.188,0.039,0.039,,,
44.1.2,A,2,0.066,0.054,0.039,0.04,,,
44.1.2,B,2,0.075,0.057,0.038,0.04,,,
44.1.2,C,2,0.064,0.052,0.039,0.038,,,
44.1.2,D,2,0.057,0.05,0.038,0.038,,,
44.1.2,E,2,0.073,0.065,0.041,0.042,,,
44.1.2,F,2,0.065,0.056,0.041,0.043,,,
44.1.2,G,2,0.059,0.054,0.046,0.044,,,
44.1.2,H,2,0.052,0.048,0.039,0.038,,,
44.1.2,A,3,0.047,0.063,0.04,0.041,,,
44.1.2,B,3,0.099,0.081,0.038,0.042,,,
44.1.2,C,3,0.186,0.15,0.039,0.039,,,
44.1.2,D,3,0.045,0.041,0.043,0.042,,,
44.1.2,E,3,0.047,0.044,0.044,0.043,,,
44.1.2,F,3,0.1,0.246,0.047,0.045,,,
44.1.2,G,3,0.044,0.045,0.042,0.043,,,
44.1.2,H,3,0.102,0.115,0.041,0.041,,,
44.1.2,A,4,0.055,0.047,0.042,0.042,,,
44.1.2,B,4,0.068,0.049,0.039,0.042,,,
44.1.2,C,4,0.049,0.042,0.04,0.038,,,
44.1.2,D,4,0.059,0.049,0.043,0.043,,,
44.1.2,E,4,0.05,0.047,0.04,0.043,,,
44.1.2,F,4,0.05,0.045,0.046,0.046,,,
44.1.2,G,4,0.06,0.054,0.039,0.041,,,
44.1.2,H,4,0.058,0.049,0.04,0.039,,,
44.1.2,A,5,0.068,0.055,0.04,0.042,,,
44.1.2,B,5,0.073,0.067,0.039,0.041,,,
44.1.2,C,5,0.052,0.04,0.041,0.04,,,
44.1.2,D,5,0.061,0.05,0.04,0.041,,,
44.1.2,E,5,0.065,0.061,0.04,0.044,,,
44.1.2,F,5,0.167,0.142,0.041,0.041,,,
44.1.2,G,5,0.047,0.046,0.042,0.046,,,
44.1.2,H,5,0.048,0.044,0.041,0.041,,,
44.1.2,A,6,0.045,0.041,0.037,0.038,,,
44.1.2,B,6,0.046,0.042,0.039,0.04,,,
44.1.2,C,6,0.06,0.05,0.04,0.04,,,
44.1.2,D,6,0.068,0.054,0.039,0.042,,,
44.1.2,E,6,0.069,0.056,0.04,0.041,,,
44.1.2,F,6,0.063,0.051,0.04,0.04,,,
44.1.2,G,6,0.057,0.05,0.041,0.043,,,
44.1.2,H,6,0.057,0.047,0.041,0.041,,,
44.1.2,A,7,0.143,0.099,0.039,0.039,,,
44.1.2,B,7,0.044,0.043,0.041,0.041,,,
44.1.2,C,7,0.041,0.04,0.04,0.039,,,
44.1.2,D,7,0.045,0.05,0.039,0.038,,,
44.1.2,E,7,0.042,0.04,0.04,0.039,,,
44.1.2,F,7,0.046,0.048,0.039,0.039,,,
44.1.2,G,7,0.072,0.066,0.041,0.04,,,
44.1.2,H,7,0.075,0.071,0.04,0.043,,,
44.1.2,A,8,0.049,0.042,0.04,0.041,,,
44.1.2,B,8,0.05,0.043,0.039,0.04,,,
44.1.2,C,8,0.044,0.041,0.04,0.041,,,
44.1.2,D,8,0.044,0.042,0.039,0.04,,,
44.1.2,E,8,0.05,0.049,0.04,0.043,,,
44.1.2,F,8,0.044,0.043,0.04,0.042,,,
44.1.2,G,8,0.047,0.045,0.042,0.044,,,
44.1.2,H,8,0.048,0.043,0.042,0.042,,,
44.1.2,A,9,0.042,0.041,0.042,0.043,,,
44.1.2,B,9,0.135,0.094,0.04,0.041,,,
44.1.2,C,9,0.072,0.061,0.041,0.041,,,
44.1.2,D,9,0.167,0.08,0.042,0.043,,,
44.1.2,E,9,0.064,0.054,0.041,0.046,,,
44.1.2,F,9,0.051,0.048,0.04,0.041,,,
44.1.2,G,9,0.135,0.123,0.04,0.045,,,
44.1.2,H,9,0.072,0.07,0.04,0.04,,,
44.1.2,A,10,0.057,0.048,0.041,0.041,,,
44.1.2,B,10,0.054,0.045,0.04,0.042,,,
44.1.2,C,10,0.047,0.043,0.041,0.042,,,
44.1.2,D,10,0.049,0.043,0.042,0.042,,,
44.1.2,E,10,0.045,0.043,0.04,0.043,,,
44.1.2,F,10,0.05,0.044,0.041,0.04,,,
44.1.2,G,10,0.061,0.054,0.042,0.042,,,
44.1.2,H,10,0.06,0.057,0.042,0.042,,,
44.1.2,A,11,0.047,0.05,0.044,0.045,,,
44.1.2,B,11,0.057,0.053,0.04,0.042,,,
44.1.2,C,11,0.04,0.04,0.046,0.043,,,
44.1.2,D,11,0.055,0.052,0.039,0.038,,,
44.1.2,E,11,0.049,0.046,0.04,0.042,,,
44.1.2,F,11,0.063,0.061,0.043,0.046,,,
44.1.2,G,11,0.093,0.121,0.04,0.042,,,
44.1.2,H,11,0.054,0.052,0.039,0.04,,,
44.1.2,A,12,0.083,0.062,0.04,0.041,,,
44.1.2,B,12,0.077,0.058,0.042,0.042,,,
44.1.2,C,12,0.061,0.057,0.046,0.047,,,
44.1.2,D,12,0.101,0.133,0.04,0.041,,,
44.1.2,E,12,0.063,0.055,0.042,0.042,,,
44.1.2,F,12,0.058,0.052,0.042,0.043,,,
44.1.2,G,12,0.06,0.057,0.041,0.042,,,
44.1.2,H,12,0.056,0.052,0.04,0.04,,,
45.1.2,A,1,0.043,0.043,0.038,0.038,,,
45.1.2,B,1,0.043,0.043,0.038,0.038,,,
45.1.2,C,1,0.05,0.045,0.038,0.037,,,
45.1.2,D,1,0.051,0.045,0.039,0.039,,,
45.1.2,E,1,0.073,0.062,0.042,0.042,,,
45.1.2,F,1,0.072,0.06,0.04,0.039,,,
45.1.2,G,1,0.145,0.143,0.039,0.039,,,
45.1.2,H,1,0.045,0.044,0.039,0.039,,,
45.1.2,A,2,0.055,0.048,0.039,0.04,,,
45.1.2,B,2,0.057,0.049,0.038,0.04,,,
45.1.2,C,2,0.067,0.052,0.039,0.038,,,
45.1.2,D,2,0.124,0.106,0.038,0.038,,,
45.1.2,E,2,0.045,0.044,0.041,0.042,,,
45.1.2,F,2,0.048,0.044,0.041,0.043,,,
45.1.2,G,2,0.072,0.055,0.046,0.044,,,
45.1.2,H,2,0.06,0.048,0.039,0.038,,,
45.1.2,A,3,0.063,0.078,0.04,0.041,,,
45.1.2,B,3,0.053,0.061,0.038,0.042,,,
45.1.2,C,3,0.114,0.108,0.039,0.039,,,
45.1.2,D,3,0.12,0.105,0.043,0.042,,,
45.1.2,E,3,0.146,0.127,0.044,0.043,,,
45.1.2,F,3,0.15,0.134,0.047,0.045,,,
45.1.2,G,3,0.05,0.052,0.042,0.043,,,
45.1.2,H,3,0.043,0.042,0.041,0.041,,,
45.1.2,A,4,0.044,0.043,0.042,0.042,,,
45.1.2,B,4,0.043,0.111,0.039,0.042,,,
45.1.2,C,4,0.06,0.052,0.04,0.038,,,
45.1.2,D,4,0.118,0.099,0.043,0.043,,,
45.1.2,E,4,0.045,0.045,0.04,0.043,,,
45.1.2,F,4,0.05,0.047,0.046,0.046,,,
45.1.2,G,4,0.044,0.043,0.039,0.041,,,
45.1.2,H,4,0.044,0.044,0.04,0.039,,,
45.1.2,A,5,0.117,0.114,0.04,0.042,,,
45.1.2,B,5,0.042,0.049,0.039,0.041,,,
45.1.2,C,5,0.043,0.041,0.041,0.04,,,
45.1.2,D,5,0.056,0.05,0.04,0.041,,,
45.1.2,E,5,0.047,0.05,0.04,0.044,,,
45.1.2,F,5,0.044,0.042,0.041,0.041,,,
45.1.2,G,5,0.046,0.054,0.042,0.046,,,
45.1.2,H,5,0.049,0.049,0.041,0.041,,,
45.1.2,A,6,0.064,0.063,0.037,0.038,,,
45.1.2,B,6,0.121,0.127,0.039,0.04,,,
45.1.2,C,6,0.077,0.069,0.04,0.04,,,
45.1.2,D,6,0.062,0.067,0.039,0.042,,,
45.1.2,E,6,0.05,0.047,0.04,0.041,,,
45.1.2,F,6,0.063,0.059,0.04,0.04,,,
45.1.2,G,6,0.085,0.081,0.041,0.043,,,
45.1.2,H,6,0.051,0.05,0.041,0.041,,,
45.1.2,A,7,0.061,0.055,0.039,0.039,,,
45.1.2,B,7,0.69,0.622,0.041,0.041,,,
45.1.2,C,7,0.059,0.052,0.04,0.039,,,
45.1.2,D,7,0.094,0.083,0.039,0.038,,,
45.1.2,E,7,0.089,0.077,0.04,0.039,,,
45.1.2,F,7,0.083,0.073,0.039,0.039,,,
45.1.2,G,7,0.084,0.085,0.041,0.04,,,
45.1.2,H,7,0.056,0.058,0.04,0.043,,,
45.1.2,A,8,0.058,0.049,0.04,0.041,,,
45.1.2,B,8,0.063,0.052,0.039,0.04,,,
45.1.2,C,8,0.059,0.049,0.04,0.041,,,
45.1.2,D,8,0.058,0.049,0.039,0.04,,,
45.1.2,E,8,0.148,0.117,0.04,0.043,,,
45.1.2,F,8,0.058,0.061,0.04,0.042,,,
45.1.2,G,8,0.064,0.056,0.042,0.044,,,
45.1.2,H,8,0.065,0.057,0.042,0.042,,,
45.1.2,A,9,0.294,0.272,0.042,0.043,,,
45.1.2,B,9,0.331,0.377,0.04,0.041,,,
45.1.2,C,9,0.045,0.042,0.041,0.041,,,
45.1.2,D,9,0.331,0.348,0.042,0.043,,,
45.1.2,E,9,0.288,0.225,0.041,0.046,,,
45.1.2,F,9,0.042,0.041,0.04,0.041,,,
45.1.2,G,9,0.049,0.048,0.04,0.045,,,
45.1.2,H,9,0.046,0.043,0.04,0.04,,,
45.1.2,A,10,0.126,0.192,0.041,0.041,,,
45.1.2,B,10,0.159,0.143,0.04,0.042,,,
45.1.2,C,10,0.045,0.043,0.041,0.042,,,
45.1.2,D,10,0.045,0.042,0.042,0.042,,,
45.1.2,E,10,0.059,0.056,0.04,0.043,,,
45.1.2,F,10,0.051,0.045,0.041,0.04,,,
45.1.2,G,10,0.077,0.073,0.042,0.042,,,
45.1.2,H,10,0.058,0.049,0.042,0.042,,,
45.1.2,A,11,0.095,0.106,0.044,0.045,,,
45.1.2,B,11,0.092,0.099,0.04,0.042,,,
45.1.2,C,11,0.076,0.071,0.046,0.043,,,
45.1.2,D,11,0.061,0.089,0.039,0.038,,,
45.1.2,E,11,0.076,0.075,0.04,0.042,,,
45.1.2,F,11,0.062,0.068,0.043,0.046,,,
45.1.2,G,11,0.079,0.077,0.04,0.042,,,
45.1.2,H,11,0.064,0.058,0.039,0.04,,,
45.1.2,A,12,0.05,0.052,0.04,0.041,,,
45.1.2,B,12,0.062,0.064,0.042,0.042,,,
45.1.2,C,12,0.131,0.139,0.046,0.047,,,
45.1.2,D,12,0.409,0.053,0.04,0.041,,,
45.1.2,E,12,0.106,0.102,0.042,0.042,,,
45.1.2,F,12,0.129,0.115,0.042,0.043,,,
45.1.2,G,12,0.045,0.042,0.041,0.042,,,
45.1.2,H,12,0.041,0.04,0.04,0.04,,,
46.1.2,A,1,0.083,0.105,0.038,0.038,,,
46.1.2,B,1,0.209,0.548,0.038,0.038,,,
46.1.2,C,1,0.056,0.051,0.038,0.037,,,
46.1.2,D,1,0.094,0.086,0.039,0.039,,,
46.1.2,E,1,0.056,0.052,0.042,0.042,,,
46.1.2,F,1,0.265,0.209,0.04,0.039,,,
46.1.2,G,1,0.068,0.057,0.039,0.039,,,
46.1.2,H,1,0.068,0.056,0.039,0.039,,,
46.1.2,A,2,0.057,0.057,0.039,0.04,,,
46.1.2,B,2,0.242,0.239,0.038,0.04,,,
46.1.2,C,2,0.045,0.045,0.039,0.038,,,
46.1.2,D,2,0.042,0.04,0.038,0.038,,,
46.1.2,E,2,0.1,0.132,0.041,0.042,,,
46.1.2,F,2,0.042,0.043,0.041,0.043,,,
46.1.2,G,2,0.571,0.429,0.046,0.044,,,
46.1.2,H,2,0.041,0.04,0.039,0.038,,,
46.1.2,A,3,0.141,0.128,0.04,0.041,,,
46.1.2,B,3,0.565,0.475,0.038,0.042,,,
46.1.2,C,3,0.216,0.179,0.039,0.039,,,
46.1.2,D,3,0.189,0.163,0.043,0.042,,,
46.1.2,E,3,0.188,0.161,0.044,0.043,,,
46.1.2,F,3,0.152,0.138,0.047,0.045,,,
46.1.2,G,3,0.181,0.166,0.042,0.043,,,
46.1.2,H,3,0.184,0.167,0.041,0.041,,,
46.1.2,A,4,0.092,0.066,0.042,0.042,,,
46.1.2,B,4,0.091,0.067,0.039,0.042,,,
46.1.2,C,4,0.097,0.066,0.04,0.038,,,
46.1.2,D,4,0.097,0.07,0.043,0.043,,,
46.1.2,E,4,0.077,0.065,0.04,0.043,,,
46.1.2,F,4,0.077,0.066,0.046,0.046,,,
46.1.2,G,4,0.087,0.069,0.039,0.041,,,
46.1.2,H,4,0.093,0.069,0.04,0.039,,,
46.1.2,A,5,0.092,0.069,0.04,0.042,,,
46.1.2,B,5,0.093,0.07,0.039,0.041,,,
46.1.2,C,5,0.133,0.103,0.041,0.04,,,
46.1.2,D,5,0.116,0.086,0.04,0.041,,,
46.1.2,E,5,0.111,0.093,0.04,0.044,,,
46.1.2,F,5,0.071,0.059,0.041,0.041,,,
46.1.2,G,5,0.083,0.069,0.042,0.046,,,
46.1.2,H,5,0.085,0.069,0.041,0.041,,,
46.1.2,A,6,0.218,0.232,0.037,0.038,,,
46.1.2,B,6,0.403,0.389,0.039,0.04,,,
46.1.2,C,6,0.055,0.057,0.04,0.04,,,
46.1.2,D,6,0.054,0.057,0.039,0.042,,,
46.1.2,E,6,0.076,0.069,0.04,0.041,,,
46.1.2,F,6,0.164,0.148,0.04,0.04,,,
46.1.2,G,6,0.137,0.12,0.041,0.043,,,
46.1.2,H,6,0.091,0.113,0.041,0.041,,,
46.1.2,A,7,0.055,0.049,0.039,0.039,,,
46.1.2,B,7,0.057,0.051,0.041,0.041,,,
46.1.2,C,7,0.046,0.043,0.04,0.039,,,
46.1.2,D,7,0.046,0.042,0.039,0.038,,,
46.1.2,E,7,0.044,0.041,0.04,0.039,,,
46.1.2,F,7,0.046,0.043,0.039,0.039,,,
46.1.2,G,7,0.068,0.058,0.041,0.04,,,
46.1.2,H,7,0.065,0.06,0.04,0.043,,,
46.1.2,A,8,0.047,0.042,0.04,0.041,,,
46.1.2,B,8,0.249,0.217,0.039,0.04,,,
46.1.2,C,8,0.096,0.097,0.04,0.041,,,
46.1.2,D,8,0.14,0.128,0.039,0.04,,,
46.1.2,E,8,0.144,0.13,0.04,0.043,,,
46.1.2,F,8,0.132,0.114,0.04,0.042,,,
46.1.2,G,8,0.05,0.051,0.042,0.044,,,
46.1.2,H,8,0.145,0.146,0.042,0.042,,,
46.1.2,A,9,0.061,0.063,0.042,0.043,,,
46.1.2,B,9,0.046,0.04,0.04,0.041,,,
46.1.2,C,9,0.046,0.059,0.041,0.041,,,
46.1.2,D,9,0.081,0.074,0.042,0.043,,,
46.1.2,E,9,0.055,0.056,0.041,0.046,,,
46.1.2,F,9,0.243,0.129,0.04,0.041,,,
46.1.2,G,9,0.048,0.052,0.04,0.045,,,
46.1.2,H,9,0.057,0.049,0.04,0.04,,,
46.1.2,A,10,0.091,0.073,0.041,0.041,,,
46.1.2,B,10,0.084,0.067,0.04,0.042,,,
46.1.2,C,10,0.157,0.101,0.041,0.042,,,
46.1.2,D,10,0.097,0.076,0.042,0.042,,,
46.1.2,E,10,0.063,0.049,0.04,0.043,,,
46.1.2,F,10,0.062,0.046,0.041,0.04,,,
46.1.2,G,10,0.063,0.054,0.042,0.042,,,
46.1.2,H,10,0.068,0.064,0.042,0.042,,,
46.1.2,A,11,0.104,0.09,0.044,0.045,,,
46.1.2,B,11,0.168,0.115,0.04,0.042,,,
46.1.2,C,11,0.05,0.045,0.046,0.043,,,
46.1.2,D,11,0.049,0.044,0.039,0.038,,,
46.1.2,E,11,0.066,0.057,0.04,0.042,,,
46.1.2,F,11,0.084,0.076,0.043,0.046,,,
46.1.2,G,11,0.059,0.052,0.04,0.042,,,
46.1.2,H,11,0.051,0.048,0.039,0.04,,,
46.1.2,A,12,0.046,0.044,0.04,0.041,,,
46.1.2,B,12,0.042,0.04,0.042,0.042,,,
46.1.2,C,12,0.065,0.062,0.046,0.047,,,
46.1.2,D,12,0.045,0.045,0.04,0.041,,,
46.1.2,E,12,0.075,0.075,0.042,0.042,,,
46.1.2,F,12,0.046,0.065,0.042,0.043,,,
46.1.2,G,12,0.077,0.068,0.041,0.042,,,
46.1.2,H,12,0.042,0.041,0.04,0.04,,,
47.1.2,A,1,0.236,0.164,0.039,0.039,,,
47.1.2,B,1,0.066,0.069,0.039,0.039,,,
47.1.2,C,1,0.039,0.039,0.039,0.038,,,
47.1.2,D,1,0.282,0.231,0.039,0.039,,,
47.1.2,E,1,0.098,0.098,0.04,0.04,,,
47.1.2,F,1,0.047,0.044,0.04,0.04,,,
47.1.2,G,1,0.199,0.162,0.039,0.039,,,
47.1.2,H,1,0.178,0.159,0.04,0.039,,,
47.1.2,A,2,0.046,0.045,0.04,0.041,,,
47.1.2,B,2,0.048,0.046,0.038,0.04,,,
47.1.2,C,2,0.052,0.05,0.039,0.038,,,
47.1.2,D,2,0.116,0.111,0.04,0.04,,,
47.1.2,E,2,0.081,0.067,0.039,0.041,,,
47.1.2,F,2,0.054,0.049,0.039,0.042,,,
47.1.2,G,2,0.051,0.047,0.046,0.044,,,
47.1.2,H,2,0.044,0.042,0.04,0.039,,,
47.1.2,A,3,0.041,0.041,0.041,0.041,,,
47.1.2,B,3,0.044,0.043,0.039,0.041,,,
47.1.2,C,3,0.042,0.04,0.04,0.039,,,
47.1.2,D,3,0.044,0.04,0.041,0.038,,,
47.1.2,E,3,0.138,0.134,0.04,0.038,,,
47.1.2,F,3,0.073,0.058,0.041,0.039,,,
47.1.2,G,3,0.208,0.18,0.04,0.04,,,
47.1.2,H,3,0.142,0.125,0.039,0.038,,,
47.1.2,A,4,0.05,0.054,0.041,0.041,,,
47.1.2,B,4,0.049,0.047,0.039,0.041,,,
47.1.2,C,4,0.092,0.055,0.04,0.039,,,
47.1.2,D,4,0.046,0.042,0.041,0.041,,,
47.1.2,E,4,0.045,0.044,0.039,0.043,,,
47.1.2,F,4,0.043,0.042,0.038,0.04,,,
47.1.2,G,4,0.055,0.05,0.039,0.041,,,
47.1.2,H,4,0.045,0.041,0.04,0.039,,,
47.1.2,A,5,0.046,0.041,0.04,0.04,,,
47.1.2,B,5,0.09,0.078,0.039,0.04,,,
47.1.2,C,5,0.048,0.044,0.04,0.038,,,
47.1.2,D,5,0.041,0.049,0.039,0.04,,,
47.1.2,E,5,0.107,0.105,0.039,0.042,,,
47.1.2,F,5,0.084,0.072,0.04,0.039,,,
47.1.2,G,5,0.041,0.043,0.039,0.042,,,
47.1.2,H,5,0.149,0.131,0.042,0.041,,,
47.1.2,A,6,0.047,0.043,0.038,0.038,,,
47.1.2,B,6,0.041,0.038,0.039,0.038,,,
47.1.2,C,6,0.051,0.043,0.04,0.039,,,
47.1.2,D,6,0.051,0.045,0.038,0.039,,,
47.1.2,E,6,0.055,0.046,0.039,0.039,,,
47.1.2,F,6,0.054,0.046,0.039,0.039,,,
47.1.2,G,6,0.046,0.044,0.04,0.04,,,
47.1.2,H,6,0.044,0.041,0.042,0.04,,,
47.1.2,A,7,0.041,0.041,0.04,0.041,,,
47.1.2,B,7,0.089,0.074,0.04,0.04,,,
47.1.2,C,7,0.049,0.052,0.04,0.04,,,
47.1.2,D,7,0.061,0.057,0.039,0.039,,,
47.1.2,E,7,0.198,0.162,0.04,0.04,,,
47.1.2,F,7,0.069,0.065,0.041,0.041,,,
47.1.2,G,7,0.212,0.181,0.041,0.041,,,
47.1.2,H,7,0.174,0.158,0.041,0.044,,,
47.1.2,A,8,0.089,0.055,0.039,0.041,,,
47.1.2,B,8,0.069,0.054,0.039,0.04,,,
47.1.2,C,8,0.049,0.043,0.037,0.038,,,
47.1.2,D,8,0.05,0.045,0.038,0.039,,,
47.1.2,E,8,0.053,0.046,0.04,0.042,,,
47.1.2,F,8,0.059,0.049,0.04,0.042,,,
47.1.2,G,8,0.062,0.052,0.04,0.042,,,
47.1.2,H,8,0.067,0.054,0.042,0.042,,,
47.1.2,A,9,0.052,0.056,0.04,0.041,,,
47.1.2,B,9,0.06,0.059,0.038,0.039,,,
47.1.2,C,9,0.05,0.05,0.039,0.041,,,
47.1.2,D,9,0.058,0.055,0.041,0.042,,,
47.1.2,E,9,0.098,0.092,0.04,0.045,,,
47.1.2,F,9,0.061,0.058,0.04,0.041,,,
47.1.2,G,9,0.084,0.072,0.046,0.048,,,
47.1.2,H,9,0.054,0.055,0.041,0.042,,,
47.1.2,A,10,0.075,0.056,0.04,0.041,,,
47.1.2,B,10,0.066,0.054,0.039,0.038,,,
47.1.2,C,10,0.086,0.085,0.04,0.041,,,
47.1.2,D,10,0.059,0.051,0.043,0.043,,,
47.1.2,E,10,0.099,0.07,0.05,0.05,,,
47.1.2,F,10,0.107,0.071,0.041,0.04,,,
47.1.2,G,10,0.092,0.066,0.042,0.04,,,
47.1.2,H,10,0.089,0.064,0.041,0.04,,,
47.1.2,A,11,0.062,0.115,0.041,0.043,,,
47.1.2,B,11,0.042,0.134,0.039,0.039,,,
47.1.2,C,11,0.074,0.06,0.04,0.041,,,
47.1.2,D,11,0.045,0.044,0.039,0.041,,,
47.1.2,E,11,0.082,0.07,0.039,0.042,,,
47.1.2,F,11,0.044,0.045,0.041,0.044,,,
47.1.2,G,11,0.06,0.054,0.04,0.041,,,
47.1.2,H,11,0.047,0.047,0.04,0.041,,,
47.1.2,A,12,0.047,0.045,0.042,0.041,,,
47.1.2,B,12,0.437,0.379,0.043,0.042,,,
47.1.2,C,12,0.054,0.049,0.047,0.045,,,
47.1.2,D,12,0.053,0.048,0.039,0.039,,,
47.1.2,E,12,0.059,0.048,0.041,0.04,,,
47.1.2,F,12,0.059,0.047,0.041,0.041,,,
47.1.2,G,12,0.053,0.049,0.04,0.04,,,
47.1.2,H,12,0.052,0.05,0.04,0.04,,,
48.1.2,A,1,0.066,0.069,0.039,0.039,,,
48.1.2,B,1,0.109,0.344,0.039,0.039,,,
48.1.2,C,1,0.056,0.049,0.039,0.038,,,
48.1.2,D,1,0.055,0.047,0.039,0.039,,,
48.1.2,E,1,0.06,0.055,0.04,0.04,,,
48.1.2,F,1,0.287,0.241,0.04,0.04,,,
48.1.2,G,1,0.227,0.192,0.039,0.039,,,
48.1.2,H,1,0.344,0.288,0.04,0.039,,,
48.1.2,A,2,0.074,0.058,0.04,0.041,,,
48.1.2,B,2,0.083,0.064,0.038,0.04,,,
48.1.2,C,2,0.055,0.047,0.039,0.038,,,
48.1.2,D,2,0.045,0.043,0.04,0.04,,,
48.1.2,E,2,0.05,0.046,0.039,0.041,,,
48.1.2,F,2,0.041,0.042,0.039,0.042,,,
48.1.2,G,2,0.067,0.054,0.046,0.044,,,
48.1.2,H,2,0.284,0.204,0.04,0.039,,,
48.1.2,A,3,0.055,0.046,0.041,0.041,,,
48.1.2,B,3,0.062,0.05,0.039,0.041,,,
48.1.2,C,3,0.059,0.046,0.04,0.039,,,
48.1.2,D,3,0.057,0.046,0.041,0.038,,,
48.1.2,E,3,0.067,0.056,0.04,0.038,,,
48.1.2,F,3,0.061,0.049,0.041,0.039,,,
