scorer,plate,row,column,ROI,,,,,,,,
SP,25.2,B,6,18,22,25,27,,,,,
SP,25.2,B,5,NA,,,,,,,,
SP,25.2,B,4,NA,,,,,,,,
SP,25.2,B,3,24,,,,,,,,
SP,25.2,B,2,20,,,,,,,,
SP,25.2,B,1,19,23,,,,,,,
SP,25.2,A,6,3,11,,,,,,,
SP,25.2,A,5,5,6,10,,,,,,
SP,25.2,A,4,NA,,,,,,,,
SP,25.2,A,3,8,,,,,,,,
SP,25.2,A,2,4,7,,,,,,,
SP,25.2,A,1,2,9,,,,,,,
SP,26.1,D,6,59,65,,,,,,,
SP,26.1,D,5,66,80,,,,,,,
SP,26.1,D,4,67,,,,,,,,
SP,26.1,D,3,69,,,,,,,,
SP,26.1,D,2,73,58,,,,,,,
SP,26.1,D,1,89,90,,,,,,,
SP,26.1,C,6,NA,,,,,,,,
SP,26.1,C,5,39,,,,,,,,
SP,26.1,C,4,49,,,,,,,,
SP,26.1,C,3,44,,,,,,,,
SP,26.1,C,2,51,,,,,,,,
SP,26.1,C,1,41,47,,,,,,,
SP,26.1,B,6,35,,,,,,,,
SP,26.1,B,5,26,,,,,,,,
SP,26.1,B,4,27,,,,,,,,
SP,26.1,B,3,25,,,,,,,,
SP,26.1,B,2,33,,,,,,,,
SP,26.1,B,1,30,23,,,,,,,
SP,26.1,A,6,6,7,13,,,,,,
SP,26.1,A,5,9,,,,,,,,
SP,26.1,A,4,11,10,,,,,,,
SP,26.1,A,3,4,,,,,,,,
SP,26.1,A,2,8,5,,,,,,,
SP,26.1,A,1,12,14,,,,,,,
SP,26.2,D,6,78,,,,,,,,
SP,26.2,D,5,79,,,,,,,,
SP,26.2,D,4,83,,,,,,,,
SP,26.2,D,3,84,,,,,,,,
SP,26.2,D,2,80,81,86,87,,,,,
SP,26.2,D,1,85,82,,,,,,,
SP,26.2,C,6,62,68,64,70,76,,,,
SP,26.2,C,5,61,60,,,,,,,
SP,26.2,C,4,71,74,,,,,,,
SP,26.2,C,3,57,,,,,,,,
SP,26.2,C,2,55,63,58,67,73,73,,,
SP,26.2,C,1,53,56,54,,,,,,
SP,26.2,B,6,34,39,,,,,,,
SP,26.2,B,5,37,38,44,,,,,,
SP,26.2,B,4,35,,,,,,,,
SP,26.2,B,3,33,,,,,,,,
SP,26.2,B,2,40,47,,,,,,,
SP,26.2,B,1,46,42,,,,,,,
SP,26.2,A,6,12,20,,,,,,,
SP,26.2,A,5,9,16,,,,,,,
SP,26.2,A,4,17,,,,,,,,
SP,26.2,A,3,15,18,,,,,,,
SP,26.2,A,2,13,6,,,,,,,
SP,26.2,A,1,24,22,5,,,,,,
SP,27.1,D,6,80,76,,,,,,,
SP,27.1,D,5,79,86,,,,,,,
SP,27.1,D,4,83,,,,,,,,
SP,27.1,D,3,82,,,,,,,,
SP,27.1,D,2,78,,,,,,,,
SP,27.1,D,1,81,,,,,,,,
SP,27.1,C,6,69,70,,,,,,,
SP,27.1,C,5,71,74,,,,,,,
SP,27.1,C,4,66,,,,,,,,
SP,27.1,C,3,62,,,,,,,,
SP,27.1,C,2,64,68,,,,,,,
SP,27.1,C,1,63,,,,,,,,
SP,27.1,B,6,50,54,41,,,,,,
SP,27.1,B,5,49,,,,,,,,
SP,27.1,B,4,39,44,53,59,46,,,,
SP,27.1,B,3,38,40,55,45,,,,,
SP,27.1,B,2,52,,,,,,,,
SP,27.1,B,1,56,61,,,,,,,
SP,27.1,A,6,17,30,,,,,,,
SP,27.1,A,5,16,33,,,,,,,
SP,27.1,A,4,12,35,,,,,,,
SP,27.1,A,3,15,23,,,,,,,
SP,27.1,A,2,26,,,,,,,,
SP,27.1,A,1,105,106,,,,,,,
SP,27.2,D,6,52,60,62,,,,,,
SP,27.2,D,5,53,,,,,,,,
SP,27.2,D,4,56,61,,,,,,,
SP,27.2,D,3,49,48,50,,,,,,
SP,27.2,D,2,47,55,,,,,,,
SP,27.2,D,1,46,51,54,,,,,,
SP,27.2,C,6,43,,,,,,,,
SP,27.2,C,5,42,,,,,,,,
SP,27.2,C,4,39,,,,,,,,
SP,27.2,C,3,36,40,41,,,,,,
SP,27.2,C,2,38,,,,,,,,
SP,27.2,C,1,35,,,,,,,,
SP,27.2,B,6,29,32,,,,,,,
SP,27.2,B,5,23,26,,,,,,,
SP,27.2,B,4,19,,,,,,,,
SP,27.2,B,3,24,20,,,,,,,
SP,27.2,B,2,21,22,30,,,,,,
SP,27.2,B,1,28,,,,,,,,
SP,27.2,A,6,16,17,,,,,,,
SP,27.2,A,5,7,15,,,,,,,
SP,27.2,A,4,10,18,,,,,,,
SP,27.2,A,3,6,9,,,,,,,
SP,27.2,A,2,14,,,,,,,,
SP,27.2,A,1,8,,,,,,,,
SP,28.1,D,6,54,,,,,,,,
SP,28.1,D,5,58,,,,,,,,
SP,28.1,D,4,56,,,,,,,,
SP,28.1,D,3,59,,,,,,,,
SP,28.1,D,2,61,63,,,,,,,
SP,28.1,D,1,60,57,64,,,,,,
SP,28.1,C,6,39,40,,,,,,,
SP,28.1,C,5,34,44,,,,,,,
SP,28.1,C,4,35,36,37,,,,,,
SP,28.1,C,3,46,43,,,,,,,
SP,28.1,C,2,42,45,,,,,,,
SP,28.1,C,1,48,41,47,,,,,,
SP,28.1,B,6,21,,,,,,,,
SP,28.1,B,5,23,19,25,,,,,,
SP,28.1,B,4,20,29,31,,,,,,
SP,28.1,B,3,24,32,,,,,,,
SP,28.1,B,2,27,,,,,,,,
SP,28.1,B,1,26,22,,,,,,,
SP,28.1,A,6,2,4,7,,,,,,
SP,28.1,A,5,10,,,,,,,,
SP,28.1,A,4,14,16,18,,,,,,
SP,28.1,A,3,6,12,,,,,,,
SP,28.1,A,2,11,,,,,,,,
SP,28.1,A,1,5,8,13,15,,,,,
SP,28.2,D,6,48,,,,,,,,
SP,28.2,D,5,47,50,,,,,,,
SP,28.2,D,4,49,46,,,,,,,
SP,28.2,D,3,54,,,,,,,,
SP,28.2,D,2,58,61,,,,,,,
SP,28.2,D,1,53,51,52,,,,,,
SP,28.2,C,6,36,42,,,,,,,
SP,28.2,C,5,28,32,,,,,,,
SP,28.2,C,4,40,30,,,,,,,
SP,28.2,C,3,33,,,,,,,,
SP,28.2,C,2,38,35,,,,,,,
SP,28.2,C,1,41,34,,,,,,,
SP,28.2,B,6,19,,,,,,,,
SP,28.2,B,5,23,27,,,,,,,
SP,28.2,B,4,17,20,,,,,,,
SP,28.2,B,3,21,,,,,,,,
SP,28.2,B,2,22,,,,,,,,
SP,28.2,B,1,18,24,,,,,,,
SP,28.2,A,6,3,,,,,,,,
SP,28.2,A,5,10,,,,,,,,
SP,28.2,A,4,6,9,,,,,,,
SP,28.2,A,3,13,15,16,,,,,,
SP,28.2,A,2,12,,,,,,,,
SP,28.2,A,1,11,14,,,,,,,
SP,29.1,D,6,60,77,,,,,,,
SP,29.1,D,5,58,59,,,,,,,
SP,29.1,D,4,69,,,,,,,,
SP,29.1,D,3,65,80,92,,,,,,
SP,29.1,D,2,61,67,,,,,,,
SP,29.1,D,1,89,70,63,,,,,,
SP,29.1,C,6,44,51,53,,,,,,
SP,29.1,C,5,43,,,,,,,,
SP,29.1,C,4,40,45,46,,,,,,
SP,29.1,C,3,49,48,52,,,,,,
SP,29.1,C,2,41,47,,,,,,,
SP,29.1,C,1,38,39,50,,,,,,
SP,29.1,B,6,29,,,,,,,,
SP,29.1,B,5,24,23,,,,,,,
SP,29.1,B,4,28,33,,,,,,,
SP,29.1,B,3,25,30,,,,,,,
SP,29.1,B,2,27,32,,,,,,,
SP,29.1,B,1,26,31,34,,,,,,
SP,29.1,A,6,10,,,,,,,,
SP,29.1,A,5,12,,,,,,,,
SP,29.1,A,4,13,,,,,,,,
SP,29.1,A,3,14,18,17,,,,,,
SP,29.1,A,2,15,20,,,,,,,
SP,29.1,A,1,19,21,,,,,,,
SP,29.2,D,6,85,91,,,,,,,
SP,29.2,D,5,87,,,,,,,,
SP,29.2,D,4,86,,,,,,,,
SP,29.2,D,3,80,84,89,,,,,,
SP,29.2,D,2,82,,,,,,,,
SP,29.2,D,1,79,94,,,,,,,
SP,29.2,C,6,58,68,,,,,,,
SP,29.2,C,5,60,59,72,,,,,,
SP,29.2,C,4,73,,,,,,,,
SP,29.2,C,3,62,63,65,69,,,,,
SP,29.2,C,2,67,70,,,,,,,
SP,29.2,C,1,61,71,,,,,,,
SP,29.2,B,6,35,43,,,,,,,
SP,29.2,B,5,39,32,,,,,,,
SP,29.2,B,4,50,101,102,,,,,,
SP,29.2,B,3,45,41,31,,,,,,
SP,29.2,B,2,42,47,46,,,,,,
SP,29.2,B,1,49,40,36,,,,,,
SP,29.2,A,6,7,14,16,,,,,,
SP,29.2,A,5,12,,,,,,,,
SP,29.2,A,4,17,,,,,,,,
SP,29.2,A,3,8,19,,,,,,,
SP,29.2,A,2,6,18,,,,,,,
SP,29.2,A,1,10,23,22,21,,,,,
SP,30.1,D,6,55,62,,,,,,,
SP,30.1,D,5,58,65,,,,,,,
SP,30.1,D,4,54,63,,,,,,,
SP,30.1,D,3,50,,,,,,,,
SP,30.1,D,2,52,56,59,64,,,,,
SP,30.1,D,1,51,60,,,,,,,
SP,30.1,C,6,35,39,37,,,,,,
SP,30.1,C,5,38,47,,,,,,,
SP,30.1,C,4,42,48,,,,,,,
SP,30.1,C,3,33,,,,,,,,
SP,30.1,C,2,40,36,44,46,,,,,
SP,30.1,C,1,34,41,45,,,,,,
SP,30.1,B,6,17,21,23,,,,,,
SP,30.1,B,5,29,27,31,,,,,,
SP,30.1,B,4,24,25,30,,,,,,
SP,30.1,B,3,19,,,,,,,,
SP,30.1,B,2,18,,,,,,,,
SP,30.1,B,1,20,22,26,,,,,,
SP,30.1,A,6,4,,,,,,,,
SP,30.1,A,5,5,10,15,,,,,,
SP,30.1,A,4,2,8,11,,,,,,
SP,30.1,A,3,12,14,,,,,,,
SP,30.1,A,2,9,,,,,,,,
SP,30.1,A,1,7,13,,,,,,,
SP,30.2,D,6,54,57,64,,,,,,
SP,30.2,D,5,63,61,,,,,,,
SP,30.2,D,4,51,59,66,,,,,,
SP,30.2,D,3,50,52,,,,,,,
SP,30.2,D,2,55,65,,,,,,,
SP,30.2,D,1,56,58,,,,,,,
SP,30.2,C,6,41,45,47,,,,,,
SP,30.2,C,5,33,34,36,,,,,,
SP,30.2,C,4,43,44,46,49,,,,,
SP,30.2,C,3,42,48,,,,,,,
SP,30.2,C,2,40,,,,,,,,
SP,30.2,C,1,35,39,38,,,,,,
SP,30.2,B,6,24,29,32,,,,,,
SP,30.2,B,5,22,28,,,,,,,
SP,30.2,B,4,25,30,,,,,,,
SP,30.2,B,3,19,20,,,,,,,
SP,30.2,B,2,21,31,,,,,,,
SP,30.2,B,1,23,27,,,,,,,
SP,30.2,A,6,4,6,11,,,,,,
SP,30.2,A,5,10,17,,,,,,,
SP,30.2,A,4,3,5,,,,,,,
SP,30.2,A,3,13,,,,,,,,
SP,30.2,A,2,12,9,,,,,,,
SP,30.2,A,1,7,14,,,,,,,
SP,31.1,D,6,72,73,,,,,,,
SP,31.1,D,5,66,71,,,,,,,
SP,31.1,D,4,69,70,62,,,,,,
SP,31.1,D,3,67,,,,,,,,
SP,31.1,D,2,68,,,,,,,,
SP,31.1,D,1,63,65,,,,,,,
SP,31.1,C,6,51,50,,,,,,,
SP,31.1,C,5,47,52,60,,,,,,
SP,31.1,C,4,56,55,58,,,,,,
SP,31.1,C,3,53,57,,,,,,,
SP,31.1,C,2,59,,,,,,,,
SP,31.1,C,1,49,,,,,,,,
SP,31.1,B,6,29,,,,,,,,
SP,31.1,B,5,37,33,,,,,,,
SP,31.1,B,4,36,39,42,,,,,,
SP,31.1,B,3,28,31,,,,,,,
SP,31.1,B,2,30,45,,,,,,,
SP,31.1,B,1,34,,,,,,,,
SP,31.1,A,6,9,14,18,,,,,,
SP,31.1,A,5,20,24,,,,,,,
SP,31.1,A,4,21,19,,,,,,,
SP,31.1,A,3,12,15,,,,,,,
SP,31.1,A,2,23,25,,,,,,,
SP,31.1,A,1,17,11,,,,,,,
SP,31.2,D,6,82,86,,,,,,,
SP,31.2,D,5,68,73,,,,,,,
SP,31.2,D,4,76,79,,,,,,,
SP,31.2,D,3,78,72,,,,,,,
SP,31.2,D,2,75,74,,,,,,,
SP,31.2,D,1,83,90,,,,,,,
SP,31.2,C,6,56,,,,,,,,
SP,31.2,C,5,57,65,61,66,,,,,
SP,31.2,C,4,53,62,,,,,,,
SP,31.2,C,3,54,,,,,,,,
SP,31.2,C,2,52,55,,,,,,,
SP,31.2,C,1,63,64,,,,,,,
SP,31.2,B,6,35,47,,,,,,,
SP,31.2,B,5,32,34,31,33,38,,,,
SP,31.2,B,4,41,,,,,,,,
SP,31.2,B,3,40,46,,,,,,,
SP,31.2,B,2,29,36,,,,,,,
SP,31.2,B,1,27,30,39,45,,,,,
SP,31.2,A,6,18,21,,,,,,,
SP,31.2,A,5,12,,,,,,,,
SP,31.2,A,4,8,22,,,,,,,
SP,31.2,A,3,9,14,13,,,,,,
SP,31.2,A,2,7,10,,,,,,,
SP,31.2,A,1,15,,,,,,,,
SP,32.1,D,6,55,61,66,,,,,,
SP,32.1,D,5,53,,,,,,,,
SP,32.1,D,4,56,60,,,,,,,
SP,32.1,D,3,52,,,,,,,,
SP,32.1,D,2,54,59,,,,,,,
SP,32.1,D,1,57,58,,,,,,,
SP,32.1,C,6,46,50,,,,,,,
SP,32.1,C,5,42,,,,,,,,
SP,32.1,C,4,47,,,,,,,,
SP,32.1,C,3,48,44,51,,,,,,
SP,32.1,C,2,49,,,,,,,,
SP,32.1,C,1,43,,,,,,,,
SP,32.1,B,6,33,32,40,,,,,,
SP,32.1,B,5,34,,,,,,,,
SP,32.1,B,4,36,35,41,,,,,,
SP,32.1,B,3,29,37,,,,,,,
SP,32.1,B,2,26,,,,,,,,
SP,32.1,B,1,38,39,,,,,,,
SP,32.1,A,6,17,15,,,,,,,
SP,32.1,A,5,24,25,,,,,,,
SP,32.1,A,4,20,23,,,,,,,
SP,32.1,A,3,16,22,,,,,,,
SP,32.1,A,2,18,,,,,,,,
SP,32.1,A,1,12,,,,,,,,
SP,32.2,D,6,60,57,,,,,,,
SP,32.2,D,5,48,62,,,,,,,
SP,32.2,D,4,47,,,,,,,,
SP,32.2,D,3,49,53,,,,,,,
SP,32.2,D,2,59,,,,,,,,
SP,32.2,D,1,61,63,,,,,,,
SP,32.2,C,6,29,40,,,,,,,
SP,32.2,C,5,39,42,43,,,,,,
SP,32.2,C,4,36,,,,,,,,
SP,32.2,C,3,38,37,34,,,,,,
SP,32.2,C,2,33,35,,,,,,,
SP,32.2,C,1,31,30,,,,,,,
SP,32.2,B,6,23,16,18,,,,,,
SP,32.2,B,5,20,,,,,,,,
SP,32.2,B,4,25,26,,,,,,,
SP,32.2,B,3,17,,,,,,,,
SP,32.2,B,2,21,,,,,,,,
SP,32.2,B,1,22,27,,,,,,,
SP,32.2,A,6,5,,,,,,,,
SP,32.2,A,5,2,,,,,,,,
SP,32.2,A,4,4,,,,,,,,
SP,32.2,A,3,1,,,,,,,,
SP,32.2,A,2,3,7,,,,,,,
SP,32.2,A,1,6,12,,,,,,,
SP,33.1,D,6,43,53,,,,,,,
SP,33.1,D,5,46,55,,,,,,,
SP,33.1,D,4,47,,,,,,,,
SP,33.1,D,3,51,,,,,,,,
SP,33.1,D,2,41,45,,,,,,,
SP,33.1,D,1,49,52,,,,,,,
SP,33.1,C,6,38,39,40,36,,,,,
SP,33.1,C,5,30,31,,,,,,,
SP,33.1,C,4,29,34,,,,,,,
SP,33.1,C,3,28,,,,,,,,
SP,33.1,C,2,32,35,,,,,,,
SP,33.1,C,1,33,37,,,,,,,
SP,33.1,B,6,14,19,26,,,,,,
SP,33.1,B,5,13,16,18,27,,,,,
SP,33.1,B,4,22,,,,,,,,
SP,33.1,B,3,15,,,,,,,,
SP,33.1,B,2,23,17,,,,,,,
SP,33.1,B,1,20,24,25,,,,,,
SP,33.1,A,6,8,,,,,,,,
SP,33.1,A,5,5,7,,,,,,,
SP,33.1,A,4,NA,,,,,,,,
SP,33.1,A,3,9,,,,,,,,
SP,33.1,A,2,6,,,,,,,,
SP,33.1,A,1,3,11,12,,,,,,
SP,33.2,D,6,70,,,,,,,,
SP,33.2,D,5,77,79,,,,,,,
SP,33.2,D,4,80,,,,,,,,
SP,33.2,D,3,76,81,,,,,,,
SP,33.2,D,2,71,72,,,,,,,
SP,33.2,D,1,74,75,,,,,,,
SP,33.2,C,6,55,56,58,64,63,,,,
SP,33.2,C,5,54,62,,,,,,,
SP,33.2,C,4,47,50,,,,,,,
SP,33.2,C,3,61,,,,,,,,
SP,33.2,C,2,53,59,,,,,,,
SP,33.2,C,1,52,57,,,,,,,
SP,33.2,B,6,36,37,,,,,,,
SP,33.2,B,5,39,40,42,34,,,,,
SP,33.2,B,4,38,,,,,,,,
SP,33.2,B,3,31,,,,,,,,
SP,33.2,B,2,32,35,41,43,,,,,
SP,33.2,B,1,44,,,,,,,,
SP,33.2,A,6,24,26,,,,,,,
SP,33.2,A,5,8,,,,,,,,
SP,33.2,A,4,5,18,27,,,,,,
SP,33.2,A,3,20,29,28,,,,,,
SP,33.2,A,2,10,12,21,15,,,,,
SP,33.2,A,1,11,19,,,,,,,
SP,34.1,D,6,71,62,73,,,,,,
SP,34.1,D,5,64,74,,,,,,,
SP,34.1,D,4,58,69,,,,,,,
SP,34.1,D,3,61,60,67,,,,,,
SP,34.1,D,2,63,,,,,,,,
SP,34.1,D,1,66,65,,,,,,,
SP,34.1,C,6,40,54,53,,,,,,
SP,34.1,C,5,41,43,,,,,,,
SP,34.1,C,4,51,55,42,56,,,,,
SP,34.1,C,3,50,57,,,,,,,
SP,34.1,C,2,47,,,,,,,,
SP,34.1,C,1,45,48,,,,,,,
SP,34.1,B,6,27,26,29,,,,,,
SP,34.1,B,5,24,35,,,,,,,
SP,34.1,B,4,38,31,,,,,,,
SP,34.1,B,3,33,28,34,,,,,,
SP,34.1,B,2,23,,,,,,,,
SP,34.1,B,1,25,36,,,,,,,
SP,34.1,A,6,8,12,16,,,,,,
SP,34.1,A,5,10,20,,,,,,,
SP,34.1,A,4,5,13,,,,,,,
SP,34.1,A,3,11,7,,,,,,,
SP,34.1,A,2,18,,,,,,,,
SP,34.1,A,1,21,22,14,19,15,,,,
SP,34.2,D,6,57,,,,,,,,
SP,34.2,D,5,60,64,,,,,,,
SP,34.2,D,4,59,,,,,,,,
SP,34.2,D,3,56,61,,,,,,,
SP,34.2,D,2,54,,,,,,,,
SP,34.2,D,1,58,62,63,,,,,,
SP,34.2,C,6,46,50,52,,,,,,
SP,34.2,C,5,42,44,49,,,,,,
SP,34.2,C,4,41,39,40,,,,,,
SP,34.2,C,3,48,45,,,,,,,
SP,34.2,C,2,NA,,,,,,,,
SP,34.2,C,1,47,,,,,,,,
SP,34.2,B,6,22,,,,,,,,
SP,34.2,B,5,24,21,30,,,,,,
SP,34.2,B,4,26,33,36,35,,,,,
SP,34.2,B,3,23,29,34,,,,,,
SP,34.2,B,2,25,28,,,,,,,
SP,34.2,B,1,27,31,,,,,,,
SP,34.2,A,6,9,8,16,,,,,,
SP,34.2,A,5,14,13,,,,,,,
SP,34.2,A,4,3,10,11,,,,,,
SP,34.2,A,3,17,12,,,,,,,
SP,34.2,A,2,5,,,,,,,,
SP,34.2,A,1,15,,,,,,,,
SP,35.1,D,6,50,56,59,,,,,,
SP,35.1,D,5,52,58,63,,,,,,
SP,35.1,D,4,55,,,,,,,,
SP,35.1,D,3,57,60,61,,,,,,
SP,35.1,D,2,45,53,,,,,,,
SP,35.1,D,1,46,,,,,,,,
SP,35.1,C,6,31,37,,,,,,,
SP,35.1,C,5,35,40,,,,,,,
SP,35.1,C,4,34,,,,,,,,
SP,35.1,C,3,38,,,,,,,,
SP,35.1,C,2,33,39,36,,,,,,
SP,35.1,C,1,32,,,,,,,,
SP,35.1,B,6,18,27,,,,,,,
SP,35.1,B,5,24,17,,,,,,,
SP,35.1,B,4,25,,,,,,,,
SP,35.1,B,3,22,19,,,,,,,
SP,35.1,B,2,20,21,26,28,,,,,
SP,35.1,B,1,23,,,,,,,,
SP,35.1,A,6,11,14,,,,,,,
SP,35.1,A,5,15,9,,,,,,,
SP,35.1,A,4,10,12,,,,,,,
SP,35.1,A,3,13,,,,,,,,
SP,35.1,A,2,8,,,,,,,,
SP,35.1,A,1,6,,,,,,,,
SP,35.2,D,6,60,67,70,,,,,,
SP,35.2,D,5,59,,,,,,,,
SP,35.2,D,4,63,,,,,,,,
SP,35.2,D,3,61,,,,,,,,
SP,35.2,D,2,65,64,68,,,,,,
SP,35.2,D,1,62,,,,,,,,
SP,35.2,C,6,52,56,,,,,,,
SP,35.2,C,5,49,54,,,,,,,
SP,35.2,C,4,51,,,,,,,,
SP,35.2,C,3,48,,,,,,,,
SP,35.2,C,2,55,,,,,,,,
SP,35.2,C,1,50,53,,,,,,,
SP,35.2,B,6,36,,,,,,,,
SP,35.2,B,5,38,45,,,,,,,
SP,35.2,B,4,42,,,,,,,,
SP,35.2,B,3,37,43,,,,,,,
SP,35.2,B,2,39,44,46,,,,,,
SP,35.2,B,1,40,,,,,,,,
SP,35.2,A,6,27,,,,,,,,
SP,35.2,A,5,19,28,,,,,,,
SP,35.2,A,4,73,,,,,,,,
SP,35.2,A,3,23,,,,,,,,
SP,35.2,A,2,26,32,31,,,,,,
SP,35.2,A,1,14,20,,,,,,,
