plate,row,column ,genotype,BZT,microbe,Salt,BZT,0.FN,2.FN,4.FN,6.FN,8.FN,10.FN,unfixed.error,note
25.II,C,4,Sgb,0,-,S,,2,4,1,2,2,2,,
25.II,C,5,Mdv,0,-,S,,2,2,3,3,4,4,,
25.II,C,6,McC,0,-,S,,4,4,6,6,7,9,,
25.II,D,1,HBE,0,+,S,,2,1,1,1,1,1,,
25.II,D,2,EPP,0,+,S,,2,3,2,3,3,1,,
25.II,D,3,Ars,0,+,S,,3,4,6,6,5,6,,
25.II,D,4,Sgb,0,+,S,,2,2,2,2,2,2,,
25.II,D,5,Mdv,0,+,S,,2,2,3,3,4,4,,
25.II,D,6,McC,0,+,S,,2,3,6,6,5,7,,
26.I,A,1,Brd,B,-,0,,2,4,4,7,6,7,,
26.I,A,2,Rtt,B,-,0,0,2,2,4,4,3,3,,
26.I,A,3,Dhl,B,-,0,,2,4,4,4,3,3,,
26.I,A,4,Mdv,B,-,0,,2,3,4,4,3,3,,
26.I,A,5,Okb,B,-,0,,2,2,4,4,3,3,,
26.I,A,6,Grn,B,-,0,,3,3,6,6,4,7,,
26.I,B,1,Brd,0,-,S,,2,2,3,5,3,3,,
26.I,B,2,Rtt,0,-,S,,2,3,5,6,5,5,,
26.I,B,3,Dhl,0,-,S,,1,2,2,2,2,2,,
26.I,B,4,Mdv,0,-,S,,2,2,4,4,3,3,,
26.I,B,5,Okb,0,-,S,,2,2,4,4,4,4,,
26.I,B,6,Grn,0,-,S,,2,3,2,2,2,2,,
26.I,C,1,Brd,0,+,S,,2,2,2,2,2,1,,
26.I,C,2,Rtt,0,+,S,,2,3,5,6,6,5,,
26.I,C,3,Dhl,0,+,S,,2,4,2,4,4,4,,
26.I,C,4,Mdv,0,+,S,,2,2,2,2,2,2,,
26.I,C,5,Okb,0,+,S,,4,4,6,6,6,6,,
26.I,C,6,Grn,0,+,S,,2,0,0,0,0,0,,
26.I,D,1,Brd,0,+,0,,2,2,2,2,2,2,,
26.I,D,2,Rtt,0,+,0,,2,2,2,2,2,2,,
26.I,D,3,Dhl,0,+,0,,3,3,3,2,2,2,,
26.I,D,4,Mdv,0,+,0,,3,3,4,4,2,3,,
26.I,D,5,Okb,0,+,0,,3,3,3,3,3,2,,
26.I,D,6,Grn,0,+,0,,2,3,4,4,3,3,,
26.II,A,1,Brd,0,-,0,,4,3,3,3,3,3,,
26.II,A,2,Rtt,0,-,0,,2,2,2,3,3,3,,
26.II,A,3,Dhl,0,-,0,,2,2,2,2,2,2,,
26.II,A,4,Mdv,0,-,0,,2,2,2,2,2,2,,
26.II,A,5,Okb,0,-,0,,3,4,4,5,3,3,,
26.II,A,6,Grn,0,-,0,,3,2,3,1,1,1,,
26.II,B,1,Brd,B,+,0,,3,5,3,3,3,3,,
26.II,B,2,Rtt,B,+,0,,3,4,4,4,5,5,,
26.II,B,3,Dhl,B,+,0,,2,2,2,2,2,2,,
26.II,B,4,Mdv,B,+,0,,2,2,2,2,2,2,,
26.II,B,5,Okb,B,+,0,,3,4,4,4,4,4,,
26.II,B,6,Grn,B,+,0,,2,4,4,4,3,4,,
26.II,C,1,Brd,B,+,S,,2,2,2,2,2,2,,
26.II,C,2,Rtt,B,+,S,,5,7,7,9,9,9,,
26.II,C,3,Dhl,B,+,S,,3,3,6,6,4,4,,
26.II,C,4,Mdv,B,+,S,,2,2,2,4,2,2,,
26.II,C,5,Okb,B,+,S,,4,4,7,7,6,7,,
26.II,C,6,Grn,B,+,S,,2,3,4,4,4,4,,
26.II,D,1,Brd,B,-,S,,2,3,4,3,3,2,,
26.II,D,2,Rtt,B,-,S,,4,4,4,5,5,4,,
26.II,D,3,Dhl,B,-,S,,2,2,2,2,3,2,,
26.II,D,4,Mdv,B,-,S,,3,3,2,2,3,1,,
26.II,D,5,Okb,B,-,S,,2,2,3,4,1,3,,
26.II,D,6,Grn,B,-,S,,3,3,3,6,5,4,,
27.I,A,1,Tph,0,+,S,,2,4,5,7,8,9,,
27.I,A,2,Ars,0,+,S,,3,4,4,6,5,5,,
27.I,A,3,KSR,0,+,S,,2,4,4,8,8,8,,
27.I,A,4,Stn,0,+,S,,2,4,4,7,6,6,,
27.I,A,5,Bxh,0,+,S,,2,2,4,5,5,4,,
27.I,A,6,Cdv,0,+,S,,3,3,3,4,5,7,,
27.I,B,1,Tph,B,+,0,,2,4,6,4,4,5,,
27.I,B,2,Ars,B,+,0,,3,5,5,5,5,4,,
27.I,B,3,KSR,B,+,0,,3,5,5,5,3,3,,
27.I,B,4,Stn,B,+,0,,2,4,6,8,6,7,,
27.I,B,5,Bxh,B,+,0,,2,1,1,1,1,1,,
27.I,B,6,Cdv,B,+,0,,2,3,4,4,3,4,,
27.I,C,1,Tph,B,+,S,,3,4,7,8,7,8,,
27.I,C,2,Ars,B,+,S,,4,4,5,5,4,4,,
27.I,C,3,KSR,B,+,S,,2,2,4,4,4,4,,
27.I,C,4,Stn,B,+,S,,2,4,5,6,5,5,,
27.I,C,5,Bxh,B,+,S,,2,2,2,2,2,2,,
27.I,C,6,Cdv,B,+,S,,2,3,3,2,1,2,,
27.I,D,1,Tph,0,-,S,,2,2,4,6,6,7,,
27.I,D,2,Ars,0,-,S,,2,5,6,6,5,3,,
27.I,D,3,KSR,0,-,S,,1,3,2,4,3,3,,
27.I,D,4,Stn,0,-,S,,3,3,3,3,3,3,,
27.I,D,5,Bxh,0,-,S,,2,2,4,4,2,2,,
27.I,D,6,Cdv,0,-,S,,2,2,3,3,2,2,,
27.II,A,1,Tph,B,-,S,,2,2,5,8,5,6,,
27.II,A,2,Ars,B,-,S,,2,3,4,4,4,4,,
27.II,A,3,KSR,B,-,S,,2,4,1,4,3,4,,
27.II,A,4,Stn,B,-,S,,2,2,3,2,2,2,,
27.II,A,5,Bxh,B,-,S,,2,2,4,4,3,3,,
27.II,A,6,Cdv,B,-,S,,2,2,4,1,1,2,,
27.II,B,1,Tph,0,-,0,,2,3,3,4,4,4,,
27.II,B,2,Ars,0,-,0,,2,2,2,4,4,4,,
27.II,B,3,KSR,0,-,0,,2,3,2,2,2,2,,
27.II,B,4,Stn,0,-,0,,1,2,4,3,2,2,,
27.II,B,5,Bxh,0,-,0,,2,3,3,3,2,4,,
27.II,B,6,Cdv,0,-,0,,2,2,5,5,5,4,,
27.II,C,1,Tph,0,+,0,,2,4,4,6,5,5,,
27.II,C,2,Ars,0,+,0,,2,2,5,4,4,4,,
27.II,C,3,KSR,0,+,0,,2,4,4,4,5,4,,
27.II,C,4,Stn,0,+,0,,1,2,4,4,3,3,,
27.II,C,5,Bxh,0,+,0,,2,2,1,2,2,2,,
27.II,C,6,Cdv,0,+,0,,2,2,4,5,5,5,,
27.II,D,1,Tph,B,-,0,,2,4,5,5,6,4,,
27.II,D,2,Ars,B,-,0,,2,4,4,6,6,5,,
27.II,D,3,KSR,B,-,0,,2,4,4,2,2,2,,
27.II,D,4,Stn,B,-,0,,2,2,3,2,2,2,,
27.II,D,5,Bxh,B,-,0,,2,2,3,3,3,3,,
27.II,D,6,Cdv,B,-,0,,2,2,4,4,4,4,,
28.I,A,1,Scg,0,+,S,,4,5,8,9,12,13,,
28.I,A,2,Arb,0,+,S,,2,3,3,2,2,2,,
28.I,A,3,LnH,0,+,S,,4,4,2,2,2,2,,
28.I,A,4,Mll,0,+,S,,2,3,4,2,2,2,,
28.I,A,5,Wld,0,+,S,,2,3,4,5,4,4,,
28.I,A,6,Wll,0,+,S,,2,4,6,6,5,5,,
28.I,B,1,Scg,B,-,0,,2,3,3,3,2,2,,
28.I,B,2,Arb,B,-,0,,2,2,2,2,2,2,,
28.I,B,3,LnH,B,-,0,,4,2,2,2,2,2,,
28.I,B,4,Mll,B,-,0,,2,4,4,6,5,5,,
28.I,B,5,Wld,B,-,0,,3,3,4,4,4,4,,
28.I,B,6,Wll,B,-,0,,3,4,5,7,5,5,,
28.I,C,1,Scg,0,-,S,,3,3,3,4,3,3,,
28.I,C,2,Arb,0,-,S,,2,2,1,1,1,1,,
28.I,C,3,LnH,0,-,S,,2,2,1,1,1,1,,
28.I,C,4,Mll,0,-,S,,2,4,4,7,7,7,,
28.I,C,5,Wld,0,-,S,,2,3,4,5,5,5,,
28.I,C,6,Wll,0,-,S,,2,4,8,8,8,8,,
28.I,D,1,Scg,B,+,0,,2,3,5,9,8,7,,
28.I,D,2,Arb,B,+,0,,2,2,2,2,3,1,,
28.I,D,3,LnH,B,+,0,,2,2,4,4,4,4,,
28.I,D,4,Mll,B,+,0,,2,4,4,5,6,6,,
28.I,D,5,Wld,B,+,0,,2,2,3,4,4,4,,
28.I,D,6,Wll,B,+,0,,2,2,5,5,4,4,,
28.II,A,1,Scg,B,+,S,,2,3,4,6,7,8,,
28.II,A,2,Arb,B,+,S,,2,2,3,2,2,2,,
28.II,A,3,LnH,B,+,S,,2,2,2,2,2,2,,
28.II,A,4,Mll,B,+,S,,3,3,4,5,7,7,,
28.II,A,5,Wld,B,+,S,,2,2,4,5,5,5,,
28.II,A,6,Wll,B,+,S,,2,4,5,7,7,7,,
28.II,B,1,Scg,B,-,S,,2,2,4,4,3,4,,
28.II,B,2,Arb,B,-,S,,2,2,4,4,3,3,,
28.II,B,3,LnH,B,-,S,,2,3,4,5,4,3,,
28.II,B,4,Mll,B,-,S,,3,5,5,8,7,7,,
28.II,B,5,Wld,B,-,S,,2,2,3,3,3,3,,
28.II,B,6,Wll,B,-,S,,1,2,4,4,4,4,,
28.II,C,1,Scg,0,+,0,,2,2,4,5,6,6,,
28.II,C,2,Arb,0,+,0,,3,3,4,4,3,3,,
28.II,C,3,LnH,0,+,0,,1,1,1,1,1,1,,
28.II,C,4,Mll,0,+,0,,3,3,4,4,5,5,,
28.II,C,5,Wld,0,+,0,,2,2,3,3,2,2,,
28.II,C,6,Wll,0,+,0,,2,2,4,5,5,5,,
28.II,D,1,Scg,0,-,0,,2,4,4,4,4,7,,
28.II,D,2,Arb,0,-,0,,2,2,2,2,2,1,,
28.II,D,3,LnH,0,-,0,,2,2,3,2,2,2,,
28.II,D,4,Mll,0,-,0,,2,3,4,4,4,4,,
28.II,D,5,Wld,0,-,0,,2,2,4,6,6,6,,
28.II,D,6,Wll,0,-,0,,2,2,4,5,5,6,,
29.I,A,1,KSR,0,+,S,,3,3,5,5,4,4,,
29.I,A,2,Mck,0,+,S,,3,3,4,4,3,3,,
29.I,A,3,Brd,0,+,S,,2,3,3,3,3,3,,
29.I,A,4,Nnq,0,+,S,,3,3,3,4,1,3,,
29.I,A,5,UTM,0,+,S,,1,2,4,6,7,6,,
29.I,A,6,Lgy,0,+,S,,2,2,3,4,5,3,,
29.I,B,1,KSR,B,+,S,,3,4,6,8,8,5,,
29.I,B,2,Mck,B,+,S,,2,2,2,2,2,2,,
29.I,B,3,Brd,B,+,S,,2,4,3,5,4,3,,
29.I,B,4,Nnq,B,+,S,,2,3,4,3,4,3,,
29.I,B,5,UTM,B,+,S,,3,4,4,8,8,8,,
29.I,B,6,Lgy,B,+,S,,2,2,4,3,3,3,,
29.I,C,1,KSR,0,+,0,,3,4,4,5,5,5,,
29.I,C,2,Mck,0,+,0,,2,3,2,2,2,2,,
29.I,C,3,Brd,0,+,0,,3,3,3,4,3,3,,
29.I,C,4,Nnq,0,+,0,,2,2,4,2,2,2,,
29.I,C,5,UTM,0,+,0,,2,3,3,7,6,5,,
29.I,C,6,Lgy,0,+,0,,3,3,4,5,5,3,,
29.I,D,1,KSR,B,-,S,,3,4,6,7,7,7,,
29.I,D,2,Mck,B,-,S,,2,4,5,9,13,14,,
29.I,D,3,Brd,B,-,S,,3,4,3,9,7,9,,
29.I,D,4,Nnq,B,-,S,,2,2,2,2,2,2,,
29.I,D,5,UTM,B,-,S,,3,4,4,6,6,8,,
29.I,D,6,Lgy,B,-,S,,2,2,4,5,5,5,,
29.II,A,1,KSR,0,-,S,,4,4,4,4,3,5,,
29.II,A,2,Mck,0,-,S,,2,3,6,6,8,11,,
29.II,A,3,Brd,0,-,S,,3,3,4,7,7,8,,
29.II,A,4,Nnq,0,-,S,,3,2,2,1,1,1,,
29.II,A,5,UTM,0,-,S,,2,2,4,6,7,8,,
29.II,A,6,Lgy,0,-,S,,4,3,6,5,5,6,,
29.II,B,1,KSR,B,-,0,,2,4,7,9,9,8,,
29.II,B,2,Mck,B,-,0,,2,2,5,5,5,7,,
29.II,B,3,Brd,B,-,0,,3,3,3,5,5,6,,
29.II,B,4,Nnq,B,-,0,,3,3,3,2,2,2,,
29.II,B,5,UTM,B,-,0,,3,2,5,6,5,5,,
29.II,B,6,Lgy,B,-,0,,2,2,3,6,7,7,,
29.II,C,1,KSR,B,+,0,,3,2,4,4,4,5,,
29.II,C,2,Mck,B,+,0,,2,2,3,4,4,4,,
29.II,C,3,Brd,B,+,0,,3,3,4,4,4,4,,
29.II,C,4,Nnq,B,+,0,,2,2,2,2,2,2,,
29.II,C,5,UTM,B,+,0,,3,6,8,8,10,11,,
29.II,C,6,Lgy,B,-,0,,2,4,6,7,7,7,,originally meant to be plus microbes – but microbes not applied to compensate for error on plate 13
29.II,D,1,KSR,0,-,0,,3,6,8,8,5,7,,
29.II,D,2,Mck,0,-,0,,3,6,8,10,8,10,,
29.II,D,3,Brd,0,-,0,,2,4,6,7,7,8,,
29.II,D,4,Nnq,0,-,0,,2,2,2,2,2,3,,
29.II,D,5,UTM,0,-,0,,2,4,6,7,5,7,,
29.II,D,6,Lgy,0,-,0,,2,4,4,5,5,5,,
30.I,A,1,SHB,B,+,0,,2,3,5,8,11,12,,
30.I,A,2,Chr,B,+,0,,2,4,4,6,8,7,,
30.I,A,3,Chr,B,+,0,,3,3,5,6,6,6,,
30.I,A,4,Brd,B,+,0,,3,3,3,4,5,4,,
30.I,A,5,Cmb,B,+,0,,3,3,5,7,6,6,,originally Tgd but replaced with Cmb at setup in error
30.I,A,6,Tgd,B,+,0,,3,3,5,6,8,7,,originally Cmb but replaced with Tgd at setup to fix error
30.I,B,1,SHB,0,-,S,,2,3,3,6,6,6,,
30.I,B,2,Chr,0,-,S,,2,2,4,7,7,5,,
30.I,B,3,Chr,0,-,S,,2,4,6,8,7,7,,
30.I,B,4,Brd,0,-,S,,3,4,6,6,5,5,,
30.I,B,5,Cmb,0,-,S,,2,3,6,6,7,5,,originally Tgd but replaced with Cmb at setup in error
30.I,B,6,Tgd,0,-,S,,3,3,5,6,5,5,,originally Cmb but replaced with Tgd at setup to fix error
30.I,C,1,SHB,0,+,0,,3,5,6,7,8,10,,
30.I,C,2,Chr,0,+,0,,2,4,8,10,9,8,,
30.I,C,3,Chr,0,+,0,,2,4,6,7,8,7,,
30.I,C,4,Brd,0,+,0,,2,2,2,2,1,1,,
30.I,C,5,Cmb,0,+,0,,2,3,3,5,5,4,,originally Tgd but replaced with Cmb at setup in error
30.I,C,6,Tgd,0,+,0,,2,3,4,7,8,7,,originally Cmb but replaced with Tgd at setup to fix error
30.I,D,1,SHB,0,-,0,,3,3,4,8,8,8,,
30.I,D,2,Chr,0,-,0,,3,3,5,8,6,6,,
30.I,D,3,Chr,0,-,0,,2,3,5,5,5,5,,
30.I,D,4,Brd,0,-,0,,2,2,4,4,4,4,,
30.I,D,5,Cmb,0,-,0,,2,2,4,5,4,5,,originally Tgd but replaced with Cmb at setup in error
30.I,D,6,Tgd,0,-,0,,2,2,4,4,5,5,,originally Cmb but replaced with Tgd at setup to fix error
30.II,A,1,SHB,B,+,S,,2,4,4,8,5,6,,
30.II,A,2,Chr,B,+,S,,2,3,3,5,4,3,,
30.II,A,3,Chr,B,+,S,,3,3,3,4,3,4,,
30.II,A,4,Brd,B,+,S,,2,3,3,2,2,2,,
30.II,A,5,Cmb,B,+,S,,2,4,4,7,5,4,,originally Tgd but replaced with Cmb at setup in error
30.II,A,6,Tgd,B,+,S,,2,2,3,3,5,5,,originally Cmb but replaced with Tgd at setup to fix error
30.II,B,1,SHB,0,+,S,,2,2,3,5,5,5,,
30.II,B,2,Chr,0,+,S,,2,4,4,5,5,5,,
30.II,B,3,Chr,0,+,S,,2,4,4,6,6,7,,
30.II,B,4,Brd,0,+,S,,2,3,4,4,3,4,,
30.II,B,5,Cmb,0,+,S,,2,3,4,5,6,6,,originally Tgd but replaced with Cmb at setup in error
30.II,B,6,Tgd,0,+,S,,2,3,5,5,6,6,,originally Cmb but replaced with Tgd at setup to fix error
30.II,C,1,SHB,B,-,0,,2,3,5,7,9,9,,
30.II,C,2,Chr,B,-,0,,2,4,4,8,7,7,,
30.II,C,3,Chr,B,-,0,,2,4,5,8,6,6,,
30.II,C,4,Brd,B,-,0,,3,3,4,4,5,4,,
30.II,C,5,Cmb,B,-,0,,2,3,5,7,6,8,,originally Tgd but replaced with Cmb at setup in error
30.II,C,6,Tgd,B,-,0,,3,3,5,8,7,8,,originally Cmb but replaced with Tgd at setup to fix error
30.II,D,1,SHB,B,-,S,,2,2,4,6,7,7,,
30.II,D,2,Chr,B,-,S,,2,2,4,6,4,5,,
30.II,D,3,Chr,B,-,S,,2,3,4,6,5,6,,
30.II,D,4,Brd,B,-,S,,1,3,2,4,3,3,,
30.II,D,5,Cmb,B,-,S,,2,2,3,6,3,3,,originally Tgd but replaced with Cmb at setup in error
30.II,D,6,Tgd,B,-,S,,2,3,3,4,4,4,,originally Cmb but replaced with Tgd at setup to fix error
31.I,A,1,Tph,0,-,S,,2,3,4,7,9,8,,
31.I,A,2,Mll,0,-,S,,2,2,3,3,3,5,,
31.I,A,3,Brc,0,-,S,,2,4,4,4,4,4,,
31.I,A,4,Grn,0,-,S,,4,4,4,4,5,3,,
31.I,A,5,AjW,0,-,S,,2,2,5,2,2,1,,
31.I,A,6,Wlp,0,-,S,,3,5,5,2,2,2,,
31.I,B,1,Tph,0,+,S,,2,3,3,5,4,5,,
31.I,B,2,Mll,0,+,S,,2,3,4,7,7,7,,
31.I,B,3,Brc,0,+,S,,4,4,5,7,9,9,,
31.I,B,4,Grn,0,+,S,,3,3,4,2,3,3,,
31.I,B,5,AjW,0,+,S,,3,3,5,3,3,4,,
31.I,B,6,Wlp,0,+,S,,4,5,5,6,8,9,,
31.I,C,1,Tph,B,+,0,,2,3,5,6,6,5,,
31.I,C,2,Mll,B,+,0,,2,4,4,6,6,5,,
31.I,C,3,Brc,B,+,0,,4,5,5,5,6,5,,
31.I,C,4,Grn,B,+,0,,2,3,4,4,3,3,,
31.I,C,5,AjW,B,+,0,,2,5,6,6,4,4,,
31.I,C,6,Wlp,B,+,0,,3,3,5,4,3,3,,
31.I,D,1,Tph,B,+,S,,2,2,4,4,4,4,,
31.I,D,2,Mll,B,+,S,,2,3,5,5,6,5,,
31.I,D,3,Brc,B,+,S,,3,3,5,4,4,4,,
31.I,D,4,Grn,B,+,S,,2,3,3,3,5,5,,
31.I,D,5,AjW,B,+,S,,2,2,4,5,5,5,,
31.I,D,6,Wlp,B,+,S,,4,2,4,3,3,3,,
31.II,A,1,Tph,B,-,0,,2,4,5,8,8,6,,
31.II,A,2,Mll,B,-,0,,2,3,4,3,3,2,,
31.II,A,3,Brc,B,-,0,,2,2,4,4,5,4,,
31.II,A,4,Grn,B,-,0,,3,5,5,3,3,3,,
31.II,A,5,AjW,B,-,0,,2,1,2,2,1,0,,
31.II,A,6,Wlp,B,-,0,,3,3,2,3,3,2,,
31.II,B,1,Tph,0,+,0,,3,3,6,9,9,8,,
31.II,B,2,Mll,0,+,0,,2,3,6,6,6,5,,
31.II,B,3,Brc,0,+,0,,2,2,2,3,3,4,,
31.II,B,4,Grn,0,+,0,,3,3,3,4,4,3,,
31.II,B,5,AjW,0,+,0,,3,4,4,4,4,3,,
31.II,B,6,Wlp,0,+,0,,3,6,6,6,6,5,,
31.II,C,1,Tph,B,-,S,,2,3,5,5,3,3,,
31.II,C,2,Mll,B,-,S,,2,4,4,4,3,3,,
31.II,C,3,Brc,B,-,S,,2,3,6,6,6,4,,
31.II,C,4,Grn,B,-,S,,2,3,2,2,2,2,,
31.II,C,5,AjW,B,-,S,,3,3,3,5,4,3,,
31.II,C,6,Wlp,B,-,S,,3,3,3,3,2,3,,
31.II,D,1,Tph,0,-,0,,3,3,3,3,3,3,,
31.II,D,2,Mll,0,-,0,,2,4,4,6,6,5,,
31.II,D,3,Brc,0,-,0,,2,4,4,4,4,4,,
31.II,D,4,Grn,0,-,0,,1,2,3,3,3,2,,
31.II,D,5,AjW,0,-,0,,2,5,6,3,2,2,,
31.II,D,6,Wlp,0,-,0,,2,3,5,5,4,4,,
32.I,A,1,Trr,0,+,0,,2,4,5,5,5,4,,
32.I,A,2,Mdv,0,+,0,,2,1,2,1,1,1,,
32.I,A,3,Cdv,0,+,0,,2,2,6,5,4,5,,
32.I,A,4,Cny,0,+,0,,2,2,4,4,4,4,,
32.I,A,5,McC,0,+,0,,2,3,3,3,3,3,,
32.I,A,6,Mll,0,+,0,,2,4,5,5,5,6,,
32.I,B,1,Trr,B,-,0,,3,4,4,6,7,6,,
32.I,B,2,Mdv,B,-,0,,2,3,4,4,4,4,,
32.I,B,3,Cdv,B,-,0,,2,2,3,3,2,3,,
32.I,B,4,Cny,B,-,0,,3,3,3,4,4,4,,
32.I,B,5,McC,B,-,0,,3,4,4,4,4,4,,
32.I,B,6,Mll,B,-,0,,2,2,2,5,5,4,,
32.I,C,1,Trr,B,+,S,,2,2,7,8,8,8,,
32.I,C,2,Mdv,B,+,S,,2,2,2,2,2,2,,
32.I,C,3,Cdv,B,+,S,,2,2,3,4,4,4,,
32.I,C,4,Cny,B,+,S,,3,3,4,5,5,5,,
32.I,C,5,McC,B,+,S,,3,3,3,5,5,5,,
32.I,C,6,Mll,B,+,S,,2,3,4,5,4,4,,
32.I,D,1,Trr,B,-,S,,2,2,5,6,6,4,,
32.I,D,2,Mdv,B,-,S,,3,3,2,2,3,3,,
32.I,D,3,Cdv,B,-,S,,2,2,4,4,5,4,,
32.I,D,4,Cny,B,-,S,,2,2,4,3,3,3,,
32.I,D,5,McC,B,-,S,,3,4,5,5,6,6,,
32.I,D,6,Mll,B,-,S,,3,3,6,5,6,6,,
32.II,A,1,Trr,0,-,S,,3,5,5,10,10,10,,
32.II,A,2,Mdv,0,-,S,,2,3,3,1,1,2,,
32.II,A,3,Cdv,0,-,S,,2,3,3,5,5,6,,
32.II,A,4,Cny,0,-,S,,2,2,3,3,3,3,,
32.II,A,5,McC,0,-,S,,2,2,2,2,2,2,,
32.II,A,6,Mll,0,-,S,,3,5,5,7,6,8,,
32.II,B,1,Trr,0,+,S,,2,2,3,3,2,2,,
32.II,B,2,Mdv,0,+,S,,2,2,3,1,2,2,,
32.II,B,3,Cdv,0,+,S,,2,2,2,3,2,2,,
32.II,B,4,Cny,0,+,S,,2,2,4,4,2,4,,
32.II,B,5,McC,0,+,S,,2,4,5,5,4,4,,
32.II,B,6,Mll,0,+,S,,2,3,6,6,6,6,,
32.II,C,1,Trr,0,-,0,,5,5,4,8,8,8,,
32.II,C,2,Mdv,0,-,0,,2,2,2,2,2,2,,
32.II,C,3,Cdv,0,-,0,,2,2,4,4,4,4,,
32.II,C,4,Cny,0,-,0,,2,3,6,6,6,6,,
32.II,C,5,McC,0,-,0,,2,2,4,4,4,4,,
32.II,C,6,Mll,0,-,0,,2,2,4,5,5,4,,
32.II,D,1,Trr,B,+,0,,3,3,6,6,6,6,,
32.II,D,2,Mdv,B,+,0,,2,1,1,1,1,0,,
32.II,D,3,Cdv,B,+,0,,2,2,3,5,5,5,,
32.II,D,4,Cny,B,+,0,,3,3,6,7,7,6,,
32.II,D,5,McC,B,+,0,,2,2,3,3,4,4,,
32.II,D,6,Mll,B,+,0,,3,3,6,7,6,6,,
33.I,A,1,Cst,B,+,S,,2,2,5,8,11,14,,
33.I,A,2,Tgd,B,+,S,,2,2,4,5,8,9,,
33.I,A,3,RgP,B,+,S,,2,2,4,6,3,3,,
33.I,A,4,Wlp,B,+,S,,1,0,0,0,0,0,,
33.I,A,5,CnP,B,+,S,,3,2,4,5,7,9,,
33.I,A,6,Brd,B,+,S,,1,1,2,2,3,3,,
33.I,B,1,Cst,B,+,0,,2,3,6,8,12,15,,
33.I,B,2,Tgd,B,+,0,,3,4,4,7,9,12,,
33.I,B,3,RgP,B,+,0,,1,1,1,2,2,2,,
33.I,B,4,Wlp,B,+,0,,3,3,5,6,5,5,,
33.I,B,5,CnP,B,+,0,,3,3,5,8,10,11,,
33.I,B,6,Brd,B,+,0,,2,3,5,5,6,5,,
33.I,C,1,Cst,0,-,S,,2,2,4,6,10,12,,
33.I,C,2,Tgd,0,-,S,,2,2,2,6,7,7,,
33.I,C,3,RgP,0,-,S,,3,4,5,6,7,8,,
33.I,C,4,Wlp,0,-,S,,3,3,6,7,7,7,,
33.I,C,5,CnP,0,-,S,,2,2,4,5,7,8,,
33.I,C,6,Brd,0,-,S,,1,2,5,5,3,4,,
33.I,D,1,Cst,0,-,0,,2,3,6,10,11,18,,
33.I,D,2,Tgd,0,-,0,,2,2,3,6,9,13,,
33.I,D,3,RgP,0,-,0,,2,3,3,5,4,6,,
33.I,D,4,Wlp,0,-,0,,3,3,5,4,4,6,,
33.I,D,5,CnP,0,-,0,,2,2,4,5,8,8,,
33.I,D,6,Brd,0,-,0,,2,2,4,6,7,9,,
33.II,A,1,Cst,0,+,0,,2,2,3,5,7,10,,
33.II,A,2,Tgd,0,+,0,,2,3,5,8,11,12,,
33.II,A,3,RgP,0,+,0,,2,2,3,7,8,7,,
33.II,A,4,Wlp,0,+,0,,2,3,4,8,9,14,,
33.II,A,5,CnP,0,+,0,,2,3,4,9,9,10,,
33.II,A,6,Brd,0,+,0,,2,3,5,7,8,10,,
33.II,B,1,Cst,B,-,0,,2,2,3,7,8,11,,
33.II,B,2,Tgd,B,-,0,,2,2,6,7,13,12,,
33.II,B,3,RgP,B,-,0,,2,4,6,7,10,14,,
33.II,B,4,Wlp,B,-,0,,3,3,4,4,4,3,,
33.II,B,5,CnP,B,-,0,,2,2,4,5,5,5,,
33.II,B,6,Brd,B,-,0,,2,3,4,6,5,4,,
33.II,C,1,Cst,0,+,S,,3,2,4,6,11,13,,
33.II,C,2,Tgd,0,+,S,,2,3,5,7,11,13,,
33.II,C,3,RgP,0,+,S,,2,4,4,6,7,7,,
33.II,C,4,Wlp,0,+,S,,4,3,4,4,3,5,,
33.II,C,5,CnP,0,+,S,,2,2,3,3,2,3,,
33.II,C,6,Brd,0,+,S,,2,4,4,4,2,4,,
33.II,D,1,Cst,B,-,S,,2,2,3,6,8,7,,
33.II,D,2,Tgd,B,-,S,,3,3,5,6,6,6,,
33.II,D,3,RgP,B,-,S,,2,2,4,5,5,5,,
33.II,D,4,Wlp,B,-,S,,3,4,5,5,5,4,,
33.II,D,5,CnP,B,-,S,,2,2,3,3,4,3,,
33.II,D,6,Brd,B,-,S,,2,4,4,5,7,6,,
34.I,A,1,HBE,B,-,S,,6,7,9,14,11,10,,
34.I,A,2,Arb,B,-,S,,2,2,2,2,2,1,,
34.I,A,3,Wld,B,-,S,,3,3,4,8,8,7,,
34.I,A,4,CnP,B,-,S,,3,5,5,9,8,9,,
34.I,A,5,Rtt,B,-,S,,2,3,4,5,4,5,,
34.I,A,6,Scg,B,-,S,,3,3,4,5,5,7,,
34.I,B,1,HBE,B,-,0,,2,4,6,6,7,7,,
34.I,B,2,Arb,B,-,0,,3,2,2,1,1,1,,
34.I,B,3,Wld,B,-,0,,3,4,3,4,4,4,,
34.I,B,4,CnP,B,-,0,,2,2,4,4,4,5,,
34.I,B,5,Rtt,B,-,0,,2,2,5,6,5,5,,
34.I,B,6,Scg,B,-,0,,2,3,4,5,3,3,,
34.I,C,1,HBE,B,+,S,,2,2,4,4,3,3,,
34.I,C,2,Arb,B,+,S,,3,4,3,3,3,3,,
