notes,collector,plate,row,column,ROI,,,,,,,,,
,MG,35.2,C,5,27,28,34,,,,,,,
,MG,35.2,C,6,26,27,41,,,,,,,
,MG,35.2,D,1,2,1,3,12,11,,,,,
,MG,35.2,D,2,17,10,13,,,,,,,
,MG,35.2,D,3,5,,,,,,,,,
,MG,35.2,D,4,7,6,4,9,,,,,,
,MG,35.2,D,5,20,8,16,21,23,,,,,
,MG,35.2,D,6,19,18,22,15,14,,,,,
,MG,36.1,A,1,103,102,112,121,120,,,,,
,MG,36.1,A,2,116,124,129,130,125,123,127,,,
,MG,36.1,A,3,105,100,98,99,106,126,,,,
,MG,36.1,A,4,117,110,107,131,118,122,,,,
,MG,36.1,A,5,109,119,113,115,,,,,,
,MG,36.1,A,6,111,101,114,,,,,,,
,MG,36.1,B,1,68,69,77,83,84,91,86,,,
,MG,36.1,B,2,71,70,78,85,92,89,93,,,
,MG,36.1,B,3,79,73,76,88,,,,,,
,MG,36.1,B,4,82,87,90,94,,,,,,
,MG,36.1,B,5,75,74,,,,,,,,
,MG,36.1,B,6,72,81,80,,,,,,,
,MG,36.1,C,1,46,49,60,61,58,65,64,67,,
,MG,36.1,C,2,50,43,47,56,,,,,,
,MG,36.1,C,3,53,45,57,54,62,,,,,
,MG,36.1,C,4,36,41,42,51,,,,,,
,MG,36.1,C,5,38,55,52,48,59,63,,,,
,MG,36.1,C,6,37,44,40,,,,,,,
,MG,36.1,D,1,8,3,16,15,28,33,34,,,
,MG,36.1,D,2,2,13,19,18,25,29,,,,
,MG,36.1,D,3,5,10,23,,,,,,,
,MG,36.1,D,4,6,20,17,14,30,,,,,
,MG,36.1,D,5,7,12,9,21,27,31,32,,,
,MG,36.1,D,6,22,134,,,,,,,,
,MG,36.2,A,1,102,105,107,120,127,123,136,,,
,MG,36.2,A,2,115,114,128,133,,,,,,
,MG,36.2,A,3,100,118,132,135,,,,,,
,MG,36.2,A,4,119,110,124,129,,,,,,
,MG,36.2,A,5,101,113,116,103,117,125,131,,,
,MG,36.2,A,6,112,104,122,111,130,,,,,
,MG,36.2,B,1,62,67,84,82,89,,,,,
,MG,36.2,B,2,73,83,78,,,,,,,
,MG,36.2,B,3,66,79,74,65,91,,,,,
,MG,36.2,B,4,64,70,71,80,86,88,,,,
,MG,36.2,B,5,61,72,59,85,76,87,95,,,
,MG,36.2,B,6,68,75,77,,,,,,,
,MG,36.2,C,1,37,39,52,,,,,,,
,MG,36.2,C,2,29,34,42,41,,,,,,
,MG,36.2,C,3,26,31,36,33,40,44,54,,,
,MG,36.2,C,4,43,47,38,,,,,,,
,MG,36.2,C,5,35,49,46,50,,,,,,
,MG,36.2,C,6,27,32,30,48,53,,,,,
,MG,36.2,D,1,5,8,14,18,,,,,,
,MG,36.2,D,2,15,12,17,20,,,,,,
,MG,36.2,D,3,4,13,10,,,,,,,
,MG,36.2,D,4,7,9,21,23,,,,,,
,MG,36.2,D,5,3,11,,,,,,,,
,MG,36.2,D,6,19,6,,,,,,,,
,MG,37.1,A,1,123,,,,,,,,,
,MG,37.1,A,2,122,129,145,181,,,,,,
,MG,37.1,A,3,146,158,157,136,182,,,,,
,MG,37.1,A,4,165,130,118,125,,,,,,
,MG,37.1,A,5,141,134,,,,,,,,
,MG,37.1,A,6,128,,,,,,,,,
,MG,37.1,B,1,80,89,101,,,,,,,
,MG,37.1,B,2,93,94,77,98,102,,,,,
,MG,37.1,B,3,91,88,107,99,87,,,,,
,MG,37.1,B,4,82,,,,,,,,,
,MG,37.1,B,5,79,83,78,85,,,,,,
,MG,37.1,B,6,100,97,90,81,,,,,,
,MG,37.1,C,1,51,50,63,61,66,,,,,
,MG,37.1,C,2,43,48,55,57,65,183,,,,
,MG,37.1,C,3,59,54,56,64,,,,,,
,MG,37.1,C,4,49,52,58,,,,,,,
,MG,37.1,C,5,70,40,,,,,,,,
,MG,37.1,C,6,60,46,42,72,,,,,,
,MG,37.1,D,1,30,33,37,,,,,,,
,MG,37.1,D,2,25,27,,,,,,,,
,MG,37.1,D,3,3,29,32,36,,,,,,
,MG,37.1,D,4,,,,,,,,,,
,MG,37.1,D,5,16,14,35,,,,,,,
,MG,37.1,D,6,22,17,,,,,,,,
,MG,37.2,A,1,90,97,93,100,123,,,,,
,MG,37.2,A,2,107,118,,,,,,,,
,MG,37.2,A,3,95,111,113,115,,,,,,
,MG,37.2,A,4,103,,,,,,,,,
,MG,37.2,A,5,92,106,,,,,,,,
,MG,37.2,A,6,124,,,,,,,,,
,MG,37.2,B,1,62,63,67,75,,,,,,
,MG,37.2,B,2,NA,,,,,,,,,
,MG,37.2,B,3,66,74,76,,,,,,,
,MG,37.2,B,4,69,77,,,,,,,,
,MG,37.2,B,5,61,60,73,72,65,,,,,
,MG,37.2,B,6,59,68,,,,,,,,
,MG,37.2,C,1,41,48,51,47,44,,,,,
,MG,37.2,C,2,31,26,37,50,,,,,,
,MG,37.2,C,3,28,34,39,49,38,,,,,
,MG,37.2,C,4,43,52,,,,,,,,
,MG,37.2,C,5,32,35,,,,,,,,
,MG,37.2,C,6,27,33,36,125,126,127,,,,
,MG,37.2,D,1,8,9,13,17,,,,,,
,MG,37.2,D,2,12,20,,,,,,,,
,MG,37.2,D,3,18,16,19,21,,,,,,
,MG,37.2,D,4,23,,,,,,,,,
,MG,37.2,D,5,6,11,14,15,,,,,,
,MG,37.2,D,6,128,,,,,,,,,
,SP,38.1,D,6,188,199,191,204,,,,,,
,SP,38.1,D,5,179,194,,,,,,,,
,SP,38.1,D,4,NA,,,,,,,,,
,SP,38.1,D,3,174,177,178,175,184,,,,,
,SP,38.1,D,2,183,,,,,,,,,
,SP,38.1,D,1,NA,,,,,,,,,
,SP,38.1,C,6,134,142,138,157,167,166,,,,
,SP,38.1,C,5,NA,,,,,,,,,
,SP,38.1,C,4,143,146,151,162,,,,,,
,SP,38.1,C,3,136,145,159,155,150,152,,,,
,SP,38.1,C,2,148,149,154,160,,,,,,
,SP,38.1,C,1,235,236,,,,,,,,
,SP,38.1,B,6,89,91,104,118,,,,,,
,SP,38.1,B,5,NA,,,,,,,,,
,SP,38.1,B,4,94,99,98,92,84,83,80,,,
,SP,38.1,B,3,85,93,82,,,,,,,
,SP,38.1,B,2,97,90,,,,,,,,
,SP,38.1,B,1,237,,,,,,,,,
,SP,38.1,A,6,2,19,5,28,33,29,61,54,60,
,SP,38.1,A,5,16,59,,,,,,,,
,SP,38.1,A,4,32,42,,,,,,,,
,SP,38.1,A,3,8,20,31,56,51,,,,,
,SP,38.1,A,2,10,17,21,27,,,,,,
,SP,38.1,A,1,1,24,39,53,62,,,,,
,SP,38.2,D,6,123,138,139,,,,,,,
,SP,38.2,D,5,140,,,,,,,,,
,SP,38.2,D,4,136,145,155,,,,,,,
,SP,38.2,D,3,135,145,130,132,,,,,,
,SP,38.2,D,2,151,,,,,,,,,
,SP,38.2,D,1,131,163,,,,,,,,
,SP,38.2,C,6,100,,,,,,,,,
,SP,38.2,C,5,NA,,,,,,,,,
,SP,38.2,C,4,111,108,109,112,,,,,,
,SP,38.2,C,3,119,120,,,,,,,,
,SP,38.2,C,2,NA,,,,,,,,,
,SP,38.2,C,1,102,105,,,,,,,,
,SP,38.2,B,6,70,60,56,164,,,,,,
,SP,38.2,B,5,NA,,,,,,,,,
,SP,38.2,B,4,85,,,,,,,,,
,SP,38.2,B,3,NA,,,,,,,,,
,SP,38.2,B,2,61,84,,,,,,,,
,SP,38.2,B,1,68,74,64,,,,,,,
,SP,38.2,A,6,11,25,,,,,,,,
,SP,38.2,A,5,18,45,39,,,,,,,
,SP,38.2,A,4,36,33,,,,,,,,
,SP,38.2,A,3,21,40,43,,,,,,,
,SP,38.2,A,2,34,,,,,,,,,
,SP,38.2,A,1,NA,,,,,,,,,
,SP,39.1,D,6,85,87,91,102,109,,,,,
,SP,39.1,D,5,94,90,,,,,,,,
,SP,39.1,D,4,93,100,,,,,,,,
,SP,39.1,D,3,NA,,,,,,,,,
,SP,39.1,D,2,101,103,111,,,,,,,
,SP,39.1,D,1,83,86,89,96,123,,,,,
,SP,39.1,C,6,69,72,73,76,79,,,,,
,SP,39.1,C,5,70,,,,,,,,,
,SP,39.1,C,4,66,68,74,,,,,,,
,SP,39.1,C,3,67,,,,,,,,,
,SP,39.1,C,2,78,,,,,,,,,
,SP,39.1,C,1,65,,,,,,,,,
,SP,39.1,B,6,124,57,,,,,,,,
,SP,39.1,B,5,62,,,,,,,,,
,SP,39.1,B,4,55,53,51,,,,,,,
,SP,39.1,B,3,58,60,,,,,,,,
,SP,39.1,B,2,59,54,46,47,,,,,,
,SP,39.1,B,1,48,50,52,56,,,,,,
,SP,39.1,A,6,18,33,,,,,,,,
,SP,39.1,A,5,26,37,,,,,,,,
,SP,39.1,A,4,22,31,32,,,,,,,
,SP,39.1,A,3,14,15,20,23,,,,,,
,SP,39.1,A,2,30,,,,,,,,,
,SP,39.1,A,1,13,21,29,28,125,126,127,,,
,SP,39.2,D,6,80,86,85,,,,,,,
,SP,39.2,D,5,81,84,88,93,95,,,,,
,SP,39.2,D,4,87,90,,,,,,,,
,SP,39.2,D,3,96,97,,,,,,,,
,SP,39.2,D,2,78,,,,,,,,,
,SP,39.2,D,1,79,83,82,94,89,,,,,
,SP,39.2,C,6,64,66,63,,,,,,,
,SP,39.2,C,5,56,57,58,,,,,,,
,SP,39.2,C,4,60,75,,,,,,,,
,SP,39.2,C,3,61,65,68,71,,,,,,
,SP,39.2,C,2,69,,,,,,,,,
,SP,39.2,C,1,62,67,70,,,,,,,
,SP,39.2,B,6,52,53,55,,,,,,,
,SP,39.2,B,5,NA,,,,,,,,,
,SP,39.2,B,4,51,54,,,,,,,,
,SP,39.2,B,3,48,49,,,,,,,,
,SP,39.2,B,2,45,46,,,,,,,,
,SP,39.2,B,1,40,41,42,43,44,47,,,,
,SP,39.2,A,6,32,,,,,,,,,
,SP,39.2,A,5,15,9,8,11,,,,,,
,SP,39.2,A,4,13,31,24,,,,,,,
,SP,39.2,A,3,104,,,,,,,,,
,SP,39.2,A,2,12,19,21,,,,,,,
,SP,39.2,A,1,10,14,27,26,23,29,36,,,
,SP,40.1,D,6,187,188,190,189,,,,,,
,SP,40.1,D,5,147,151,163,171,174,,,,,
,SP,40.1,D,4,NA,,,,,,,,,
,SP,40.1,D,3,130,,,,,,,,,
,SP,40.1,D,2,NA,,,,,,,,,
,SP,40.1,D,1,141,150,,,,,,,,
,SP,40.1,C,6,94,95,98,100,102,104,109,113,115,
,SP,40.1,C,5,105,106,107,108,116,,,,,
,SP,40.1,C,4,97,103,114,,,,,,,
,SP,40.1,C,3,121,123,,,,,,,,
,SP,40.1,C,2,NA,,,,,,,,,
,SP,40.1,C,1,99,112,,,,,,,,
,SP,40.1,B,6,59,64,66,81,85,70,,,,
,SP,40.1,B,5,60,65,69,,,,,,,
,SP,40.1,B,4,72,,,,,,,,,
,SP,40.1,B,3,61,68,80,84,,,,,,
,SP,40.1,B,2,82,,,,,,,,,
,SP,40.1,B,1,NA,,,,,,,,,
,SP,40.1,A,6,39,40,29,28,41,,,,,
,SP,40.1,A,5,17,24,26,30,34,37,35,5,,
,SP,40.1,A,4,NA,,,,,,,,,
,SP,40.1,A,3,38,31,21,14,15,19,,,,
,SP,40.1,A,2,18,20,,,,,,,,
,SP,40.1,A,1,32,43,,,,,,,,
,SP,40.2,D,6,148,,,,,,,,,
,SP,40.2,D,5,145,155,,,,,,,,
,SP,40.2,D,4,NA,,,,,,,,,
,SP,40.2,D,3,149,,,,,,,,,
,SP,40.2,D,2,176,177,,,,,,,,
,SP,40.2,D,1,NA,,,,,,,,,
,SP,40.2,C,6,104,117,,,,,,,,
,SP,40.2,C,5,108,109,111,124,123,,,,,
,SP,40.2,C,4,103,,,,,,,,,
,SP,40.2,C,3,101,107,114,,,,,,,
,SP,40.2,C,2,113,116,,,,,,,,
,SP,40.2,C,1,96,100,119,178,,,,,,
,SP,40.2,B,6,60,81,73,84,82,,,,,
,SP,40.2,B,5,67,79,78,61,49,,,,,
,SP,40.2,B,4,65,66,71,63,64,,,,,
,SP,40.2,B,3,50,53,70,86,,,,,,
,SP,40.2,B,2,62,77,76,,,,,,,
,SP,40.2,B,1,58,68,75,,,,,,,
,SP,40.2,A,6,30,179,180,181,,,,,,
,SP,40.2,A,5,12,13,27,19,36,,,,,
,SP,40.2,A,4,NA,,,,,,,,,
,SP,40.2,A,3,11,20,23,28,,,,,,
,SP,40.2,A,2,15,18,,,,,,,,
,SP,40.2,A,1,5,22,24,35,,,,,,
,SP,41.1,D,6,113,96,95,,,,,,,
,SP,41.1,D,5,109,115,108,100,,,,,,
,SP,41.1,D,4,NA,,,,,,,,,
,SP,41.1,D,3,107,,,,,,,,,
,SP,41.1,D,2,106,99,98,93,,,,,,
,SP,41.1,D,1,92,105,94,110,102,,,,,
,SP,41.1,C,6,83,75,72,67,68,,,,,
,SP,41.1,C,5,66,70,84,,,,,,,
,SP,41.1,C,4,74,,,,,,,,,
,SP,41.1,C,3,71,82,137,,,,,,,
,SP,41.1,C,2,73,,,,,,,,,
,SP,41.1,C,1,NA,,,,,,,,,
,SP,41.1,B,6,37,35,46,31,52,,,,,
,SP,41.1,B,5,36,47,42,65,,,,,,
,SP,41.1,B,4,38,,,,,,,,,
,SP,41.1,B,3,51,48,45,55,57,,,,,
,SP,41.1,B,2,58,56,,,,,,,,
,SP,41.1,B,1,32,39,43,53,44,31,33,40,49,
,SP,41.1,A,6,8,19,24,5,16,,,,,
,SP,41.1,A,5,138,9,14,,,,,,,
,SP,41.1,A,4,12,,,,,,,,,
,SP,41.1,A,3,10,,,,,,,,,
,SP,41.1,A,2,15,17,20,,,,,,,
,SP,41.1,A,1,6,,,,,,,,,
,SP,41.2,D,6,141,148,176,,,,,,,
,SP,41.2,D,5,144,159,161,155,,,,,,
,SP,41.2,D,4,152,,,,,,,,,
,SP,41.2,D,3,145,146,157,151,,,,,,
,SP,41.2,D,2,NA,,,,,,,,,
,SP,41.2,D,1,140,139,,,,,,,,
,SP,41.2,C,6,101,117,109,,,,,,,
,SP,41.2,C,5,102,110,118,113,,,,,,
,SP,41.2,C,4,112,,,,,,,,,
,SP,41.2,C,3,108,122,129,127,,,,,,
,SP,41.2,C,2,106,123,120,,,,,,,
,SP,41.2,C,1,115,125,128,130,,,,,,
,SP,41.2,B,6,54,45,84,177,,,,,,
,SP,41.2,B,5,57,,,,,,,,,
,SP,41.2,B,4,NA,,,,,,,,,
,SP,41.2,B,3,61,74,73,85,,,,,,
,SP,41.2,B,2,41,,,,,,,,,
,SP,41.2,B,1,86,71,,,,,,,,
,SP,41.2,A,6,23,11,30,16,,,,,,
,SP,41.2,A,5,NA,,,,,,,,,
,SP,41.2,A,4,20,,,,,,,,,
,SP,41.2,A,3,18,,,,,,,,,
,SP,41.2,A,2,19,22,,,,,,,,
,SP,41.2,A,1,24,,,,,,,,,
,SP,42.1,D,6,NA,,,,,,,,,
,SP,42.1,D,5,NA,,,,,,,,,
,SP,42.1,D,4,208,212,203,,,,,,,
,SP,42.1,D,3,190,202,198,195,201,,,,,
,SP,42.1,D,2,200,197,192,189,,,,,,
,SP,42.1,D,1,214,207,228,229,230,231,,,,
,SP,42.1,C,6,158,,,,,,,,,
,SP,42.1,C,5,155,165,170,173,147,,,,,
,SP,42.1,C,4,175,163,154,153,159,,,,,
,SP,42.1,C,3,NA,,,,,,,,,
,SP,42.1,C,2,164,,,,,,,,,
,SP,42.1,C,1,148,166,162,174,146,,,,,
,SP,42.1,B,6,85,,,,,,,,,
,SP,42.1,B,5,83,105,113,107,,,,,,
,SP,42.1,B,4,118,101,,,,,,,,
,SP,42.1,B,3,84,95,116,134,127,,,,,
,SP,42.1,B,2,87,123,137,,,,,,,
,SP,42.1,B,1,76,86,90,88,111,122,112,125,,
,SP,42.1,A,6,NA,,,,,,,,,
,SP,42.1,A,5,16,53,24,21,63,15,38,,,
,SP,42.1,A,4,43,42,28,60,,,,,,
,SP,42.1,A,3,NA,,,,,,,,,
,SP,42.1,A,2,54,57,56,46,25,19,,,,
,SP,42.1,A,1,18,29,44,48,52,,,,,
,SP,42.2,D,6,139,,,,,,,,,
,SP,42.2,D,5,147,155,160,153,,,,,,
,SP,42.2,D,4,132,135,154,130,,,,,,
,SP,42.2,D,3,134,145,146,149,,,,,,
,SP,42.2,D,2,150,148,138,,,,,,,
,SP,42.2,D,1,129,131,133,141,137,,,,,
,SP,42.2,C,6,115,,,,,,,,,
,SP,42.2,C,5,92,102,,,,,,,,
,SP,42.2,C,4,100,101,103,99,,,,,,
,SP,42.2,C,3,104,116,,,,,,,,
,SP,42.2,C,2,96,107,110,,,,,,,
,SP,42.2,C,1,98,105,106,117,119,,,,,
,SP,42.2,B,6,NA,,,,,,,,,
,SP,42.2,B,5,62,68,,,,,,,,
,SP,42.2,B,4,59,66,69,63,,,,,,
,SP,42.2,B,3,77,88,87,,,,,,,
,SP,42.2,B,2,58,61,73,74,82,84,83,,,
,SP,42.2,B,1,67,72,81,76,90,80,86,,,
,SP,42.2,A,6,NA,,,,,,,,,
,SP,42.2,A,5,25,24,,,,,,,,
,SP,42.2,A,4,22,3,172,,,,,,,
,SP,42.2,A,3,21,43,30,38,,,,,,
,SP,42.2,A,2,23,27,46,,,,,,,
,SP,42.2,A,1,173,17,42,49,37,39,45,,,
,SP,43.1,D,6,112,121,111,127,,,,,,
,SP,43.1,D,5,NA,,,,,,,,,
,SP,43.1,D,4,126,129,123,,,,,,,
,SP,43.1,D,3,122,,,,,,,,,
,SP,43.1,D,2,124,125,120,117,115,114,116,,,
,SP,43.1,D,1,119,118,,,,,,,,
,SP,43.1,C,6,105,,,,,,,,,
,SP,43.1,C,5,NA,,,,,,,,,
,SP,43.1,C,4,97,104,,,,,,,,
,SP,43.1,C,3,98,,,,,,,,,
,SP,43.1,C,2,101,99,93,96,94,,,,,
,SP,43.1,C,1,91,102,100,106,,,,,,
,SP,43.1,B,6,84,76,62,60,56,54,,,,
,SP,43.1,B,5,NA,,,,,,,,,
,SP,43.1,B,4,67,81,72,,,,,,,
,SP,43.1,B,3,NA,,,,,,,,,
,SP,43.1,B,2,59,71,65,80,61,,,,,
,SP,43.1,B,1,55,57,75,69,77,,,,,
,SP,43.1,A,6,44,10,19,138,139,,,,,
,SP,43.1,A,5,NA,,,,,,,,,
,SP,43.1,A,4,17,18,34,38,45,,,,,
,SP,43.1,A,3,NA,,,,,,,,,
,SP,43.1,A,2,6,24,46,,,,,,,
,SP,43.1,A,1,27,32,23,,,,,,,
,SP,43.2,D,6,97,102,,,,,,,,
,SP,43.2,D,5,NA,,,,,,,,,
,SP,43.2,D,4,83,85,90,96,88,,,,,
,SP,43.2,D,3,NA,,,,,,,,,
,SP,43.2,D,2,82,91,,,,,,,,
,SP,43.2,D,1,80,77,,,,,,,,
,SP,43.2,C,6,61,66,70,71,,,,,,
,SP,43.2,C,5,NA,,,,,,,,,
,SP,43.2,C,4,58,,,,,,,,,
,SP,43.2,C,3,62,,,,,,,,,
,SP,43.2,C,2,57,,,,,,,,,
,SP,43.2,C,1,59,65,68,,,,,,,
,SP,43.2,B,6,35,53,55,,,,,,,
,SP,43.2,B,5,NA,,,,,,,,,
,SP,43.2,B,4,46,,,,,,,,,
,SP,43.2,B,3,NA,,,,,,,,,
,SP,43.2,B,2,47,50,45,,,,,,,
,SP,43.2,B,1,39,44,33,,,,,,,
,SP,43.2,A,6,23,12,15,,,,,,,
,SP,43.2,A,5,NA,,,,,,,,,
,SP,43.2,A,4,14,4,9,25,,,,,,
,SP,43.2,A,3,7,10,19,,,,,,,
,SP,43.2,A,2,22,17,6,5,8,20,,,,
,SP,43.2,A,1,3,11,24,,,,,,,
,SP,44.1,D,6,224,199,204,192,,,,,,
,SP,44.1,D,5,200,,,,,,,,,
,SP,44.1,D,4,228,,,,,,,,,
,SP,44.1,D,3,208,194,205,212,229,,,,,
,SP,44.1,D,2,201,,,,,,,,,
,SP,44.1,D,1,255,217,206,197,196,,,,,
,SP,44.1,C,6,145,121,172,176,256,,,,,
,SP,44.1,C,5,178,153,139,135,,,,,,
,SP,44.1,C,4,160,,,,,,,,,
,SP,44.1,C,3,132,140,146,168,170,175,169,149,,
,SP,44.1,C,2,154,171,166,,,,,,,
,SP,44.1,C,1,141,134,129,,,,,,,
,SP,44.1,B,6,96,102,114,104,,,,,,
,SP,44.1,B,5,105,107,101,81,,,,,,
,SP,44.1,B,4,93,,,,,,,,,
,SP,44.1,B,3,111,110,109,116,119,122,,,,
,SP,44.1,B,2,95,103,84,,,,,,,
,SP,44.1,B,1,91,94,100,,,,,,,
,SP,44.1,A,6,31,46,45,53,,,,,,
,SP,44.1,A,5,15,19,26,18,52,49,61,257,,
,SP,44.1,A,4,35,,,,,,,,,
,SP,44.1,A,3,30,43,55,66,62,,,,,
,SP,44.1,A,2,57,44,34,24,33,,,,,
,SP,44.1,A,1,10,28,36,47,,,,,,
,SP,44.2,D,6,172,174,,,,,,,,
,SP,44.2,D,5,179,177,203,178,,,,,,
,SP,44.2,D,4,171,181,,,,,,,,
,SP,44.2,D,3,185,189,195,193,,,,,,
,SP,44.2,D,2,176,192,196,,,,,,,
,SP,44.2,D,1,169,216,,,,,,,,
,SP,44.2,C,6,217,,,,,,,,,
,SP,44.2,C,5,133,155,132,150,,,,,,
,SP,44.2,C,4,143,,,,,,,,,
,SP,44.2,C,3,127,129,135,142,131,151,,,,
,SP,44.2,C,2,218,,,,,,,,,
,SP,44.2,C,1,128,,,,,,,,,
,SP,44.2,B,6,69,,,,,,,,,
,SP,44.2,B,5,81,97,87,100,106,,,,,
,SP,44.2,B,4,63,,,,,,,,,
,SP,44.2,B,3,61,64,65,72,85,73,92,88,83,
,SP,44.2,B,2,75,86,93,,,,,,,
,SP,44.2,B,1,70,80,94,89,219,,,,,
,SP,44.2,A,6,9,,,,,,,,,
,SP,44.2,A,5,31,48,50,,,,,,,
,SP,44.2,A,4,NA,,,,,,,,,
,SP,44.2,A,3,30,40,34,,,,,,,
,SP,44.2,A,2,32,42,46,,,,,,,
,SP,44.2,A,1,16,22,36,43,,,,,,
,SP,45.1,D,6,111,114,115,108,,,,,,
,SP,45.1,D,5,94,99,403,104,112,113,,,,
,SP,45.1,D,4,109,106,,,,,,,,
,SP,45.1,D,3,93,102,,,,,,,,
,SP,45.1,D,2,92,,,,,,,,,
,SP,45.1,D,1,NA,,,,,,,,,
,SP,45.1,C,6,79,80,83,85,87,,,,,
,SP,45.1,C,5,78,84,,,,,,,,
,SP,45.1,C,4,74,76,81,86,,,,,,
,SP,45.1,C,3,82,,,,,,,,,
,SP,45.1,C,2,72,,,,,,,,,
,SP,45.1,C,1,88,73,,,,,,,,
,SP,45.1,B,6,53,64,58,61,67,69,,,,
,SP,45.1,B,5,48,59,,,,,,,,
,SP,45.1,B,4,55,51,62,,,,,,,
,SP,45.1,B,3,45,56,,,,,,,,
,SP,45.1,B,2,52,54,46,,,,,,,
,SP,45.1,B,1,44,57,,,,,,,,
,SP,45.1,A,6,32,29,23,26,19,,,,,
,SP,45.1,A,5,37,40,41,,,,,,,
,SP,45.1,A,4,16,25,,,,,,,,
,SP,45.1,A,3,17,18,30,31,30,34,5,,,
,SP,45.1,A,2,39,28,21,120,,,,,,
,SP,45.1,A,1,24,20,34,,,,,,,
,SP,45.2,D,6,159,168,199,200,,,,,,
,SP,45.2,D,5,129,132,162,148,,,,,,
,SP,45.2,D,4,127,,,,,,,,,
,SP,45.2,D,3,128,126,144,,,,,,,
,SP,45.2,D,2,134,201,202,,,,,,,
,SP,45.2,D,1,131,,,,,,,,,
,SP,45.2,C,6,88,95,107,113,,,,,,
,SP,45.2,C,5,92,101,111,,,,,,,
,SP,45.2,C,4,203,,,,,,,,,
,SP,45.2,C,3,84,,,,,,,,,
,SP,45.2,C,2,97,99,87,93,,,,,,
,SP,45.2,C,1,86,100,,,,,,,,
,SP,45.2,B,6,NA,,,,,,,,,
,SP,45.2,B,5,NA,,,,,,,,,
,SP,45.2,B,4,58,,,,,,,,,
,SP,45.2,B,3,67,70,69,66,,,,,,
,SP,45.2,B,2,50,,,,,,,,,
,SP,45.2,B,1,55,,,,,,,,,
,SP,45.2,A,6,12,,,,,,,,,
,SP,45.2,A,5,19,30,34,25,35,44,32,47,,
,SP,45.2,A,4,15,204,,,,,,,,
,SP,45.2,A,3,6,21,41,,,,,,,
,SP,45.2,A,2,27,,,,,,,,,
,SP,45.2,A,1,7,18,45,10,,,,,,
,SP,46.1,D,6,144,139,,,,,,,,
,SP,46.1,D,5,146,,,,,,,,,
,SP,46.1,D,4,NA,,,,,,,,,
,SP,46.1,D,3,135,168,,,,,,,,
,SP,46.1,D,2,137,169,,,,,,,,
,SP,46.1,D,1,170,,,,,,,,,
,SP,46.1,C,6,116,,,,,,,,,
,SP,46.1,C,5,97,,,,,,,,,
,SP,46.1,C,4,100,102,98,,,,,,,
,SP,46.1,C,3,103,110,101,106,,,,,,
,SP,46.1,C,2,94,96,104,105,,,,,,
,SP,46.1,C,1,99,107,,,,,,,,
,SP,46.1,B,6,62,61,,,,,,,,
,SP,46.1,B,5,63,,,,,,,,,
,SP,46.1,B,4,59,,,,,,,,,
,SP,46.1,B,3,58,77,73,74,,,,,,
,SP,46.1,B,2,55,60,68,69,,,,,,
,SP,46.1,B,1,66,,,,,,,,,
,SP,46.1,A,6,47,,,,,,,,,
,SP,46.1,A,5,4,42,20,26,,,,,,
,SP,46.1,A,4,24,19,17,,,,,,,
,SP,46.1,A,3,46,34,32,22,25,6,,,,
,SP,46.1,A,2,18,33,44,,,,,,,
,SP,46.1,A,1,2,,,,,,,,,
,SP,46.2,D,6,89,100,,,,,,,,
,SP,46.2,D,5,78,,,,,,,,,
,SP,46.2,D,4,NA,,,,,,,,,
,SP,46.2,D,3,97,96,98,123,,,,,,
,SP,46.2,D,2,80,82,86,,,,,,,
,SP,46.2,D,1,79,124,,,,,,,,
,SP,46.2,C,6,59,,,,,,,,,
,SP,46.2,C,5,NA,,,,,,,,,
,SP,46.2,C,4,NA,,,,,,,,,
,SP,46.2,C,3,NA,,,,,,,,,
,SP,46.2,C,2,68,,,,,,,,,
,SP,46.2,C,1,62,65,,,,,,,,
,SP,46.2,B,6,37,42,50,38,,,,,,
,SP,46.2,B,5,NA,,,,,,,,,
,SP,46.2,B,4,39,,,,,,,,,
,SP,46.2,B,3,51,,,,,,,,,
,SP,46.2,B,2,32,33,,,,,,,,
,SP,46.2,B,1,35,44,,,,,,,,
,SP,46.2,A,6,NA,,,,,,,,,
,SP,46.2,A,5,NA,,,,,,,,,
,SP,46.2,A,4,14,,,,,,,,,
,SP,46.2,A,3,9,12,15,17,19,,,,,
,SP,46.2,A,2,22,20,,,,,,,,
,SP,46.2,A,1,10,,,,,,,,,
,SP,47.1,D,6,112,125,,,,,,,,
,SP,47.1,D,5,109,110,115,121,120,122,126,,,
,SP,47.1,D,4,NA,,,,,,,,,
,SP,47.1,D,3,133,,,,,,,,,
,SP,47.1,D,2,107,116,128,131,129,130,,,,
,SP,47.1,D,1,106,108,119,147,,,,,,
,SP,47.1,C,6,69,97,79,,,,,,,
,SP,47.1,C,5,70,87,77,,,,,,,
,SP,47.1,C,4,NA,,,,,,,,,
,SP,47.1,C,3,NA,,,,,,,,,
,SP,47.1,C,2,64,65,86,73,,,,,,
,SP,47.1,C,1,63,82,,,,,,,,
,SP,47.1,B,6,35,,,,,,,,,
,SP,47.1,B,5,44,42,,,,,,,,
,SP,47.1,B,4,NA,,,,,,,,,
,SP,47.1,B,3,NA,,,,,,,,,
,SP,47.1,B,2,34,43,46,,,,,,,
,SP,47.1,B,1,36,49,,,,,,,,
,SP,47.1,A,6,5,22,30,,,,,,,
,SP,47.1,A,5,11,26,25,,,,,,,
