collector,plate,row,column,ROI,,,,,,,,,,
MG,22.1,C,3,25,29,31,,,,,,,,
MG,22.1,C,4,26,,,,,,,,,,
MG,22.1,C,5,27,,,,,,,,,,
MG,22.1,C,6,30,,,,,,,,,,
MG,22.1,D,1,42,,,,,,,,,,
MG,22.1,D,2,38,,,,,,,,,,
MG,22.1,D,3,43,,,,,,,,,,
MG,22.1,D,4,41,,,,,,,,,,
MG,22.1,D,5,34,44,39,45,,,,,,,
MG,22.1,D,6,40,46,,,,,,,,,
MG,22.2,A,1,9,11,14,,,,,,,,
MG,22.2,A,2,7,,,,,,,,,,
MG,22.2,A,3,6,8,,,,,,,,,
MG,22.2,A,4,3,,,,,,,,,,
MG,22.2,A,5,5,10,,,,,,,,,
MG,22.2,A,6,2,4,12,13,,,,,,,
MG,22.2,B,1,18,23,,,,,,,,,
MG,22.2,B,2,20,25,,,,,,,,,
MG,22.2,B,3,15,24,,,,,,,,,
MG,22.2,B,4,16,27,21,,,,,,,,
MG,22.2,B,5,19,26,28,,,,,,,,
MG,22.2,B,6,17,,,,,,,,,,
MG,22.2,C,1,37,39,,,,,,,,,
MG,22.2,C,2,38,35,,,,,,,,,
MG,22.2,C,3,34,32,,,,,,,,,
MG,22.2,C,4,29,33,,,,,,,,,
MG,22.2,C,5,31,,,,,,,,,,
MG,22.2,C,6,30,36,,,,,,,,,
MG,22.2,D,1,40,53,52,56,,,,,,,
MG,22.2,D,2,45,54,50,,,,,,,,
MG,22.2,D,3,49,46,,,,,,,,,
MG,22.2,D,4,42,51,48,55,,,,,,,
MG,22.2,D,5,43,47,57,,,,,,,,
MG,22.2,D,6,41,44,,,,,,,,,
MG,23.1,A,1,1,9,8,,,,,,,,
MG,23.1,A,2,6,,,,,,,,,,
MG,23.1,A,3,7,,,,,,,,,,
MG,23.1,A,4,4,14,,,,,,,,,
MG,23.1,A,5,2,11,13,12,,,,,,,
MG,23.1,A,6,10,3,5,,,,,,,,
MG,23.1,B,1,22,,,,,,,,,,
MG,23.1,B,2,17,16,23,,,,,,,,
MG,23.1,B,3,19,26,,,,,,,,,
MG,23.1,B,4,21,,,,,,,,,,
MG,23.1,B,5,24,20,27,,,,,,,,
MG,23.1,B,6,18,25,,,,,,,,,
MG,23.1,C,1,33,35,41,,,,,,,,
MG,23.1,C,2,38,40,39,32,36,,,,,,
MG,23.1,C,3,37,,,,,,,,,,
MG,23.1,C,4,31,,,,,,,,,,
MG,23.1,C,5,30,,,,,,,,,,
MG,23.1,C,6,28,29,,,,,,,,,
MG,23.1,D,1,52,48,,,,,,,,,
MG,23.1,D,2,55,47,,,,,,,,,
MG,23.1,D,3,49,,,,,,,,,,
MG,23.1,D,4,45,42,53,54,56,50,,,,,
MG,23.1,D,5,43,46,,,,,,,,,
MG,23.1,D,6,44,51,,,,,,,,,
MG,23.2,A,1,6,,,,,,,,,,
MG,23.2,A,2,4,2,,,,,,,,,
MG,23.2,A,3,5,12,,,,,,,,,
MG,23.2,A,4,13,10,,,,,,,,,
MG,23.2,A,5,7,11,,,,,,,,,
MG,23.2,A,6,8,9,,,,,,,,,
MG,23.2,B,1,14,20,19,,,,,,,,
MG,23.2,B,2,17,24,,,,,,,,,
MG,23.2,B,3,15,23,,,,,,,,,
MG,23.2,B,4,18,26,,,,,,,,,
MG,23.2,B,5,21,,,,,,,,,,
MG,23.2,B,6,16,22,25,,,,,,,,
MG,23.2,C,1,27,35,,,,,,,,,
MG,23.2,C,2,33,,,,,,,,,,
MG,23.2,C,3,32,34,,,,,,,,,
MG,23.2,C,4,30,28,,,,,,,,,
MG,23.2,C,5,31,,,,,,,,,,
MG,23.2,C,6,29,,,,,,,,,,
MG,23.2,D,1,42,50,51,,,,,,,,
MG,23.2,D,2,37,45,,,,,,,,,
MG,23.2,D,3,39,47,38,,,,,,,,
MG,23.2,D,4,46,41,,,,,,,,,
MG,23.2,D,5,44,43,48,49,,,,,,,
MG,23.2,D,6,40,,,,,,,,,,
MG,24.1,A,1,5,13,8,,,,,,,,
MG,24.1,A,2,7,,,,,,,,,,
MG,24.1,A,3,10,11,,,,,,,,,
MG,24.1,A,4,4,12,,,,,,,,,
MG,24.1,A,5,2,9,3,,,,,,,,
MG,24.1,A,6,1,6,,,,,,,,,
MG,24.1,B,1,14,26,30,,,,,,,,
MG,24.1,B,2,22,18,,,,,,,,,
MG,24.1,B,3,20,25,,,,,,,,,
MG,24.1,B,4,17,21,,,,,,,,,
MG,24.1,B,5,19,24,23,28,,,,,,,
MG,24.1,B,6,16,15,29,27,,,,,,,
MG,24.1,C,1,38,,,,,,,,,,
MG,24.1,C,2,39,40,,,,,,,,,
MG,24.1,C,3,35,,,,,,,,,,
MG,24.1,C,4,37,34,,,,,,,,,
MG,24.1,C,5,32,31,,,,,,,,,
MG,24.1,C,6,36,33,,,,,,,,,
MG,24.1,D,1,46,,,,,,,,,,
MG,24.1,D,2,43,52,57,,,,,,,,
MG,24.1,D,3,42,45,51,49,48,53,56,,,,
MG,24.1,D,4,47,55,,,,,,,,,
MG,24.1,D,5,41,50,,,,,,,,,
MG,24.1,D,6,44,54,,,,,,,,,
MG,24.2,A,1,8,10,13,,,,,,,,
MG,24.2,A,2,2,3,,,,,,,,,
MG,24.2,A,3,5,11,,,,,,,,,
MG,24.2,A,4,6,12,,,,,,,,,
MG,24.2,A,5,4,7,,,,,,,,,
MG,24.2,A,6,9,,,,,,,,,,
MG,24.2,B,1,19,20,,,,,,,,,
MG,24.2,B,2,15,17,21,,,,,,,,
MG,24.2,B,3,22,23,,,,,,,,,
MG,24.2,B,4,24,,,,,,,,,,
MG,24.2,B,5,16,,,,,,,,,,
MG,24.2,B,6,14,18,,,,,,,,,
MG,24.2,C,1,27,29,36,,,,,,,,
MG,24.2,C,2,32,,,,,,,,,,
MG,24.2,C,3,26,,,,,,,,,,
MG,24.2,C,4,28,33,,,,,,,,,
MG,24.2,C,5,25,34,35,,,,,,,,
MG,24.2,C,6,31,30,,,,,,,,,
MG,24.2,D,1,37,50,,,,,,,,,
MG,24.2,D,2,42,49,48,51,,,,,,,
MG,24.2,D,3,38,44,45,,,,,,,,
MG,24.2,D,4,43,,,,,,,,,,
MG,24.2,D,5,39,47,,,,,,,,,
MG,24.2,D,6,41,40,46,,,,,,,,
MG,25.1,A,1,5,,,,,,,,,,
MG,25.1,A,2,7,8,,,,,,,,,
MG,25.1,A,3,2,11,12,,,,,,,,
MG,25.1,A,4,9,,,,,,,,,,
MG,25.1,A,5,3,10,,,,,,,,,
MG,25.1,A,6,6,4,,,,,,,,,
MG,25.1,B,1,17,16,,,,,,,,,
MG,25.1,B,2,,,,,,,,,,,
MG,25.1,B,3,14,20,,,,,,,,,
MG,25.1,B,4,19,18,,,,,,,,,
MG,25.1,B,5,15,21,,,,,,,,,
MG,25.1,B,6,13,,,,,,,,,,
MG,25.1,C,1,25,29,,,,,,,,,
MG,25.1,C,2,28,,,,,,,,,,
MG,25.1,C,3,26,,,,,,,,,,
MG,25.1,C,4,,,,,,,,,,,
MG,25.1,C,5,22,23,,,,,,,,,
MG,25.1,C,6,24,27,30,,,,,,,,
MG,25.1,D,1,33,36,41,,,,,,,,
MG,25.1,D,2,37,43,46,,,,,,,,
MG,25.1,D,3,38,47,,,,,,,,,
MG,25.1,D,4,32,34,48,,,,,,,,
MG,25.1,D,5,39,42,45,44,,,,,,,
MG,25.1,D,6,31,40,35,49,,,,,,,
MG,25.2,A,1,2,11,13,,,,,,,,
MG,25.2,A,2,3,9,16,,,,,,,,
MG,25.2,A,3,6,,,,,,,,,,
MG,25.2,A,4,12,15,,,,,,,,,
MG,25.2,A,5,4,7,5,14,,,,,,,
MG,25.2,A,6,10,8,,,,,,,,,
MG,25.2,B,1,19,,,,,,,,,,
MG,25.2,B,2,22,23,27,,,,,,,,
MG,25.2,B,3,21,26,,,,,,,,,
MG,25.2,B,4,20,28,,,,,,,,,
MG,25.2,B,5,18,24,,,,,,,,,
MG,25.2,B,6,17,25,29,30,31,,,,,,
MG,25.2,C,1,32,40,,,,,,,,,
MG,25.2,C,2,36,41,,,,,,,,,
MG,25.2,C,3,39,43,,,,,,,,,
MG,25.2,C,4,33,38,,,,,,,,,
MG,25.2,C,5,34,42,,,,,,,,,
MG,25.2,C,6,37,35,45,44,,,,,,,
MG,25.2,D,1,50,54,55,,,,,,,,
MG,25.2,D,2,47,49,,,,,,,,,
MG,25.2,D,3,51,46,,,,,,,,,
MG,25.2,D,4,52,58,,,,,,,,,
MG,25.2,D,5,48,57,,,,,,,,,
MG,25.2,D,6,53,56,,,,,,,,,
MG,26.1,A,1,7,13,,,,,,,,,
MG,26.1,A,2,3,6,,,,,,,,,
MG,26.1,A,3,9,12,,,,,,,,,
MG,26.1,A,4,5,10,,,,,,,,,
MG,26.1,A,5,8,,,,,,,,,,
MG,26.1,A,6,2,4,11,,,,,,,,
MG,26.1,B,1,14,,,,,,,,,,
MG,26.1,B,2,16,19,,,,,,,,,
MG,26.1,B,3,20,,,,,,,,,,
MG,26.1,B,4,15,21,,,,,,,,,
MG,26.1,B,5,17,,,,,,,,,,
MG,26.1,B,6,18,22,,,,,,,,,
MG,26.1,C,1,27,29,,,,,,,,,
MG,26.1,C,2,24,31,,,,,,,,,
MG,26.1,C,3,33,26,,,,,,,,,
MG,26.1,C,4,25,30,35,,,,,,,,
MG,26.1,C,5,23,32,,,,,,,,,
MG,26.1,C,6,28,34,,,,,,,,,
MG,26.1,D,1,43,,,,,,,,,,
MG,26.1,D,2,44,,,,,,,,,,
MG,26.1,D,3,40,38,46,49,,,,,,,
MG,26.1,D,4,37,42,47,50,,,,,,,
MG,26.1,D,5,39,45,,,,,,,,,
MG,26.1,D,6,41,48,51,,,,,,,,
MG,26.2,A,1,7,6,19,,,,,,,,
MG,26.2,A,2,11,8,17,,,,,,,,
MG,26.2,A,3,12,9,16,,,,,,,,
MG,26.2,A,4,10,18,,,,,,,,,
MG,26.2,A,5,4,14,,,,,,,,,
MG,26.2,A,6,3,5,13,15,,,,,,,
MG,26.2,B,1,27,23,29,,,,,,,,
MG,26.2,B,2,24,,,,,,,,,,
MG,26.2,B,3,25,31,,,,,,,,,
MG,26.2,B,4,30,26,,,,,,,,,
MG,26.2,B,5,21,20,,,,,,,,,
MG,26.2,B,6,22,28,,,,,,,,,
MG,26.2,C,1,37,47,,,,,,,,,
MG,26.2,C,2,32,44,39,42,49,,,,,,
MG,26.2,C,3,38,33,35,43,,,,,,,
MG,26.2,C,4,45,48,,,,,,,,,
MG,26.2,C,5,41,34,36,,,,,,,,
MG,26.2,C,6,40,46,50,,,,,,,,
MG,26.2,D,1,53,58,,,,,,,,,
MG,26.2,D,2,54,51,62,,,,,,,,
MG,26.2,D,3,59,55,,,,,,,,,
MG,26.2,D,4,57,60,,,,,,,,,
MG,26.2,D,5,56,61,,,,,,,,,
MG,26.2,D,6,52,,,,,,,,,,
MG,27.1,A,1,7,11,,,,,,,,,
MG,27.1,A,2,6,,,,,,,,,,
MG,27.1,A,3,5,,,,,,,,,,
MG,27.1,A,4,8,2,,,,,,,,,
MG,27.1,A,5,3,9,,,,,,,,,
MG,27.1,A,6,4,10,12,,,,,,,,
MG,27.1,B,1,20,21,,,,,,,,,
MG,27.1,B,2,17,14,19,27,,,,,,,
MG,27.1,B,3,23,15,29,28,,,,,,,
MG,27.1,B,4,18,25,,,,,,,,,
MG,27.1,B,5,24,22,,,,,,,,,
MG,27.1,B,6,13,16,26,,,,,,,,
MG,27.1,C,1,32,37,38,,,,,,,,
MG,27.1,C,2,33,39,,,,,,,,,
MG,27.1,C,3,36,,,,,,,,,,
MG,27.1,C,4,34,43,,,,,,,,,
MG,27.1,C,5,35,40,,,,,,,,,
MG,27.1,C,6,30,31,41,42,,,,,,,
MG,27.1,D,1,45,46,,,,,,,,,
MG,27.1,D,2,44,,,,,,,,,,
MG,27.1,D,3,51,49,54,,,,,,,,
MG,27.1,D,4,50,,,,,,,,,,
MG,27.1,D,5,47,52,,,,,,,,,
MG,27.1,D,6,48,53,,,,,,,,,
MG,27.2,A,1,4,8,,,,,,,,,
MG,27.2,A,2,3,12,,,,,,,,,
MG,27.2,A,3,5,,,,,,,,,,
MG,27.2,A,4,7,9,,,,,,,,,
MG,27.2,A,5,2,10,,,,,,,,,
MG,27.2,A,6,11,6,,,,,,,,,
MG,27.2,B,1,15,,,,,,,,,,
MG,27.2,B,2,19,14,,,,,,,,,
MG,27.2,B,3,16,18,26,,,,,,,,
MG,27.2,B,4,13,21,23,24,,,,,,,
MG,27.2,B,5,20,25,,,,,,,,,
MG,27.2,B,6,22,17,,,,,,,,,
MG,27.2,C,1,34,30,,,,,,,,,
MG,27.2,C,2,31,33,,,,,,,,,
MG,27.2,C,3,29,35,,,,,,,,,
MG,27.2,C,4,32,36,,,,,,,,,
MG,27.2,C,5,27,37,,,,,,,,,
MG,27.2,C,6,28,,,,,,,,,,
MG,27.2,D,1,47,41,,,,,,,,,
MG,27.2,D,2,45,46,50,,,,,,,,
MG,27.2,D,3,42,44,51,,,,,,,,
MG,27.2,D,4,39,49,,,,,,,,,
MG,27.2,D,5,40,48,,,,,,,,,
MG,27.2,D,6,38,43,,,,,,,,,
MG,28.1,A,1,2,10,12,17,,,,,,,
MG,28.1,A,2,13,7,,,,,,,,,
MG,28.1,A,3,3,8,14,16,,,,,,,
MG,28.1,A,4,5,11,15,,,,,,,,
MG,28.1,A,5,6,,,,,,,,,,
MG,28.1,A,6,9,4,,,,,,,,,
MG,28.1,B,1,20,27,,,,,,,,,
MG,28.1,B,2,22,,,,,,,,,,
MG,28.1,B,3,18,26,28,29,,,,,,,
MG,28.1,B,4,24,23,,,,,,,,,
MG,28.1,B,5,21,,,,,,,,,,
MG,28.1,B,6,19,25,,,,,,,,,
MG,28.1,C,1,37,34,41,,,,,,,,
MG,28.1,C,2,43,36,,,,,,,,,
MG,28.1,C,3,32,35,44,,,,,,,,
MG,28.1,C,4,31,38,33,,,,,,,,
MG,28.1,C,5,40,42,,,,,,,,,
MG,28.1,C,6,30,39,,,,,,,,,
MG,28.1,D,1,45,50,51,,,,,,,,
MG,28.1,D,2,47,54,,,,,,,,,
MG,28.1,D,3,49,,,,,,,,,,
MG,28.1,D,4,48,55,,,,,,,,,
MG,28.1,D,5,52,,,,,,,,,,
MG,28.1,D,6,46,53,,,,,,,,,
MG,28.2,A,1,3,8,,,,,,,,,
MG,28.2,A,2,2,6,,,,,,,,,
MG,28.2,A,3,9,11,,,,,,,,,
MG,28.2,A,4,1,7,,,,,,,,,
MG,28.2,A,5,4,10,,,,,,,,,
MG,28.2,A,6,5,,,,,,,,,,
MG,28.2,B,1,12,22,,,,,,,,,
MG,28.2,B,2,13,23,19,18,25,,,,,,
MG,28.2,B,3,16,21,14,,,,,,,,
MG,28.2,B,4,15,20,,,,,,,,,
MG,28.2,B,5,24,,,,,,,,,,
MG,28.2,B,6,17,,,,,,,,,,
MG,28.2,C,1,29,34,,,,,,,,,
MG,28.2,C,2,28,32,35,38,,,,,,,
MG,28.2,C,3,27,37,,,,,,,,,
MG,28.2,C,4,26,31,30,,,,,,,,
MG,28.2,C,5,36,,,,,,,,,,
MG,28.2,C,6,33,,,,,,,,,,
MG,28.2,D,1,40,46,,,,,,,,,
MG,28.2,D,2,39,49,48,,,,,,,,
MG,28.2,D,3,43,47,,,,,,,,,
MG,28.2,D,4,44,45,,,,,,,,,
MG,28.2,D,5,41,,,,,,,,,,
MG,28.2,D,6,42,,,,,,,,,,
MG,29.1,A,1,12,5,8,,,,,,,,
MG,29.1,A,2,1,9,,,,,,,,,
MG,29.1,A,3,4,2,13,,,,,,,,
MG,29.1,A,4,10,11,,,,,,,,,
MG,29.1,A,5,3,7,,,,,,,,,
MG,29.1,A,6,6,,,,,,,,,,
MG,29.1,B,1,22,17,18,,,,,,,,
MG,29.1,B,2,15,24,,,,,,,,,
MG,29.1,B,3,23,25,,,,,,,,,
MG,29.1,B,4,16,21,,,,,,,,,
MG,29.1,B,5,14,20,26,,,,,,,,
MG,29.1,B,6,19,,,,,,,,,,
MG,29.1,C,1,31,35,40,,,,,,,,
MG,29.1,C,2,27,,,,,,,,,,
MG,29.1,C,3,32,29,37,,,,,,,,
MG,29.1,C,4,28,36,41,,,,,,,,
MG,29.1,C,5,33,38,,,,,,,,,
MG,29.1,C,6,30,34,39,,,,,,,,
MG,29.1,D,1,49,44,,,,,,,,,
MG,29.1,D,2,45,52,,,,,,,,,
MG,29.1,D,3,43,46,54,53,,,,,,,
MG,29.1,D,4,50,,,,,,,,,,
MG,29.1,D,5,47,51,,,,,,,,,
MG,29.1,D,6,42,48,,,,,,,,,
MG,29.2,A,1,5,14,13,,,,,,,,
MG,29.2,A,2,3,,,,,,,,,,
MG,29.2,A,3,4,9,,,,,,,,,
MG,29.2,A,4,12,8,,,,,,,,,
MG,29.2,A,5,11,,,,,,,,,,
MG,29.2,A,6,10,6,7,,,,,,,,
MG,29.2,B,1,16,25,,,,,,,,,
MG,29.2,B,2,17,,,,,,,,,,
MG,29.2,B,3,21,19,28,,,,,,,,
MG,29.2,B,4,15,27,24,30,31,,,,,,
MG,29.2,B,5,22,18,26,,,,,,,,
MG,29.2,B,6,20,23,29,,,,,,,,
MG,29.2,C,1,35,42,,,,,,,,,
MG,29.2,C,2,32,38,,,,,,,,,
MG,29.2,C,3,33,40,43,,,,,,,,
MG,29.2,C,4,37,39,,,,,,,,,
MG,29.2,C,5,34,41,44,,,,,,,,
MG,29.2,C,6,36,45,,,,,,,,,
MG,29.2,D,1,54,51,50,59,,,,,,,
MG,29.2,D,2,47,53,58,,,,,,,,
MG,29.2,D,3,49,56,,,,,,,,,
MG,29.2,D,4,48,55,60,,,,,,,,
MG,29.2,D,5,52,,,,,,,,,,
MG,29.2,D,6,46,57,,,,,,,,,
MG,30.1,A,1,2,9,,,,,,,,,
MG,30.1,A,2,4,13,,,,,,,,,
MG,30.1,A,3,7,8,,,,,,,,,
MG,30.1,A,4,3,14,,,,,,,,,
MG,30.1,A,5,5,12,10,,,,,,,,
MG,30.1,A,6,11,6,,,,,,,,,
MG,30.1,B,1,19,23,,,,,,,,,
MG,30.1,B,2,15,,,,,,,,,,
MG,30.1,B,3,18,24,,,,,,,,,
MG,30.1,B,4,21,16,25,,,,,,,,
MG,30.1,B,5,20,17,,,,,,,,,
MG,30.1,B,6,22,26,27,,,,,,,,
MG,30.1,C,1,32,34,38,,,,,,,,
MG,30.1,C,2,28,35,,,,,,,,,
MG,30.1,C,3,29,37,,,,,,,,,
MG,30.1,C,4,33,,,,,,,,,,
MG,30.1,C,5,31,39,,,,,,,,,
MG,30.1,C,6,30,36,,,,,,,,,
MG,30.1,D,1,42,49,,,,,,,,,
MG,30.1,D,2,40,46,51,,,,,,,,
MG,30.1,D,3,45,,,,,,,,,,
MG,30.1,D,4,48,50,,,,,,,,,
MG,30.1,D,5,44,47,,,,,,,,,
MG,30.1,D,6,41,43,,,,,,,,,
MG,30.2,A,1,8,13,,,,,,,,,
MG,30.2,A,2,11,6,,,,,,,,,
MG,30.2,A,3,9,2,,,,,,,,,
MG,30.2,A,4,3,12,10,,,,,,,,
MG,30.2,A,5,7,4,,,,,,,,,
MG,30.2,A,6,5,,,,,,,,,,
MG,30.2,B,1,23,21,,,,,,,,,
MG,30.2,B,2,17,24,,,,,,,,,
MG,30.2,B,3,18,20,,,,,,,,,
MG,30.2,B,4,16,19,,,,,,,,,
MG,30.2,B,5,15,22,,,,,,,,,
MG,30.2,B,6,14,,,,,,,,,,
MG,30.2,C,1,28,38,,,,,,,,,
MG,30.2,C,2,31,37,,,,,,,,,
MG,30.2,C,3,32,33,,,,,,,,,
MG,30.2,C,4,25,27,35,,,,,,,,
MG,30.2,C,5,30,29,,,,,,,,,
MG,30.2,C,6,26,36,34,,,,,,,,
MG,30.2,D,1,49,47,,,,,,,,,
MG,30.2,D,2,43,53,51,56,,,,,,,
MG,30.2,D,3,40,44,54,,,,,,,,
MG,30.2,D,4,46,52,57,,,,,,,,
MG,30.2,D,5,42,48,,,,,,,,,
MG,30.2,D,6,45,41,50,55,,,,,,,
MG,48.2,A,1,1,,,,,,,,,,
MG,48.2,A,2,3,,,,,,,,,,
MG,48.2,A,3,2,6,,,,,,,,,
MG,48.2,A,4,4,,,,,,,,,,
MG,48.2,A,5,5,9,,,,,,,,,
MG,48.2,A,6,8,7,,,,,,,,,
MG,48.2,B,1,10,13,,,,,,,,,
MG,48.2,B,2,18,11,,,,,,,,,
MG,48.2,B,3,19,14,,,,,,,,,
MG,48.2,B,4,12,15,,,,,,,,,
MG,48.2,B,5,17,20,,,,,,,,,
MG,48.2,B,6,16,,,,,,,,,,
MG,48.2,C,1,24,,,,,,,,,,
MG,48.2,C,2,22,29,,,,,,,,,
MG,48.2,C,3,23,28,,,,,,,,,
MG,48.2,C,4,21,30,,,,,,,,,
MG,48.2,C,5,26,27,,,,,,,,,
MG,48.2,C,6,25,,,,,,,,,,
MG,48.2,D,1,32,33,,,,,,,,,
MG,48.2,D,2,31,36,39,,,,,,,,
MG,48.2,D,3,35,41,,,,,,,,,
MG,48.2,D,4,37,,,,,,,,,,
MG,48.2,D,5,34,40,,,,,,,,,
MG,48.2,D,6,42,38,,,,,,,,,
MG,49.1,A,1,14,9,15,,,,,,,,
MG,49.1,A,2,8,13,,,,,,,,,
MG,49.1,A,3,2,7,5,10,,,,,,,
MG,49.1,A,4,3,12,,,,,,,,,
MG,49.1,A,5,4,11,,,,,,,,,
MG,49.1,A,6,6,,,,,,,,,,
MG,49.1,B,1,26,25,,,,,,,,,
MG,49.1,B,2,16,17,21,28,,,,,,,
MG,49.1,B,3,22,,,,,,,,,,
MG,49.1,B,4,24,20,,,,,,,,,
MG,49.1,B,5,19,23,,,,,,,,,
MG,49.1,B,6,18,27,,,,,,,,,
MG,49.1,C,1,36,41,44,,,,,,,,
MG,49.1,C,2,31,38,,,,,,,,,
MG,49.1,C,3,33,39,42,,,,,,,,
MG,49.1,C,4,30,40,,,,,,,,,
MG,49.1,C,5,29,34,35,43,,,,,,,
MG,49.1,C,6,37,32,,,,,,,,,
MG,49.1,D,1,45,,,,,,,,,,
MG,49.1,D,2,47,57,55,,,,,,,,
MG,49.1,D,3,58,50,51,,,,,,,,
MG,49.1,D,4,46,53,52,56,,,,,,,
MG,49.1,D,5,48,54,,,,,,,,,
MG,49.1,D,6,49,,,,,,,,,,
MG,49.2,A,1,5,12,13,,,,,,,,
MG,49.2,A,2,9,19,,,,,,,,,
MG,49.2,A,3,7,20,21,,,,,,,,
MG,49.2,A,4,6,14,17,10,,,,,,,
MG,49.2,A,5,15,8,4,22,,,,,,,
MG,49.2,A,6,3,2,18,16,11,,,,,,
MG,49.2,B,1,29,,,,,,,,,,
MG,49.2,B,2,28,31,,,,,,,,,
MG,49.2,B,3,30,24,,,,,,,,,
MG,49.2,B,4,26,34,23,,,,,,,,
MG,49.2,B,5,32,25,35,36,,,,,,,
MG,49.2,B,6,33,27,,,,,,,,,
MG,49.2,C,1,37,43,,,,,,,,,
MG,49.2,C,2,42,47,,,,,,,,,
MG,49.2,C,3,44,48,,,,,,,,,
MG,49.2,C,4,41,46,38,,,,,,,,
MG,49.2,C,5,39,,,,,,,,,,
MG,49.2,C,6,40,45,,,,,,,,,
MG,49.2,D,1,53,57,,,,,,,,,
MG,49.2,D,2,60,55,,,,,,,,,
MG,49.2,D,3,56,52,,,,,,,,,
MG,49.2,D,4,49,58,62,,,,,,,,
MG,49.2,D,5,50,51,61,,,,,,,,
MG,49.2,D,6,54,59,,,,,,,,,
MG,50.1,A,1,6,10,12,,,,,,,,
MG,50.1,A,2,3,11,,,,,,,,,
MG,50.1,A,3,1,5,15,,,,,,,,
MG,50.1,A,4,8,9,,,,,,,,,
MG,50.1,A,5,4,13,,,,,,,,,
MG,50.1,A,6,2,7,14,,,,,,,,
MG,50.1,B,1,18,25,,,,,,,,,
MG,50.1,B,2,16,,,,,,,,,,
MG,50.1,B,3,17,26,23,,,,,,,,
MG,50.1,B,4,20,21,,,,,,,,,
MG,50.1,B,5,19,,,,,,,,,,
MG,50.1,B,6,24,22,27,,,,,,,,
MG,50.1,C,1,28,38,41,40,,,,,,,
MG,50.1,C,2,29,31,36,,,,,,,,
MG,50.1,C,3,33,,,,,,,,,,
MG,50.1,C,4,32,30,39,,,,,,,,
MG,50.1,C,5,35,37,,,,,,,,,
MG,50.1,C,6,34,,,,,,,,,,
MG,50.1,D,1,42,51,,,,,,,,,
MG,50.1,D,2,45,,,,,,,,,,
MG,50.1,D,3,43,55,,,,,,,,,
MG,50.1,D,4,44,53,48,49,,,,,,,
MG,50.1,D,5,54,52,46,,,,,,,,
MG,50.1,D,6,47,50,,,,,,,,,
MG,50.2,A,1,1,7,13,,,,,,,,
MG,50.2,A,2,6,5,,,,,,,,,
MG,50.2,A,3,3,10,,,,,,,,,
MG,50.2,A,4,8,,,,,,,,,,
MG,50.2,A,5,4,12,,,,,,,,,
MG,50.2,A,6,2,9,11,14,,,,,,,
MG,50.2,B,1,21,27,,,,,,,,,
MG,50.2,B,2,18,,,,,,,,,,
MG,50.2,B,3,20,25,,,,,,,,,
MG,50.2,B,4,16,19,23,28,,,,,,,
MG,50.2,B,5,17,24,,,,,,,,,
MG,50.2,B,6,22,26,,,,,,,,,
MG,50.2,C,1,29,,,,,,,,,,
MG,50.2,C,2,30,33,,,,,,,,,
MG,50.2,C,3,32,34,,,,,,,,,
MG,50.2,C,4,31,35,,,,,,,,,
MG,50.2,C,5,36,,,,,,,,,,
MG,50.2,C,6,37,,,,,,,,,,
MG,50.2,D,1,40,50,,,,,,,,,
MG,50.2,D,2,38,39,51,,,,,,,,
MG,50.2,D,3,41,47,,,,,,,,,
MG,50.2,D,4,42,44,48,53,,,,,,,
MG,50.2,D,5,45,43,46,,,,,,,,
MG,50.2,D,6,49,52,,,,,,,,,
SP,46.1,D,6,59,58,,,,,,,,,
SP,46.1,D,5,52,66,63,67,,,,,,,
SP,46.1,D,4,47,,,,,,,,,,
SP,46.1,D,3,51,61,56,,,,,,,,
SP,46.1,D,2,50,55,65,,,,,,,,
SP,46.1,D,1,46,,,,,,,,,,
SP,46.1,C,6,37,41,43,,,,,,,,
SP,46.1,C,5,38,44,,,,,,,,,
SP,46.1,C,4,35,39,,,,,,,,,
SP,46.1,C,3,40,45,,,,,,,,,
SP,46.1,C,2,36,,,,,,,,,,
SP,46.1,C,1,34,42,,,,,,,,,
SP,46.1,B,6,29,27,32,,,,,,,,
SP,46.1,B,5,31,33,26,19,,,,,,,
SP,46.1,B,4,30,23,,,,,,,,,
SP,46.1,B,3,24,25,,,,,,,,,
SP,46.1,B,2,22,,,,,,,,,,
SP,46.1,B,1,21,,,,,,,,,,
SP,46.1,A,6,6,10,,,,,,,,,
SP,46.1,A,5,9,17,,,,,,,,,
SP,46.1,A,4,8,14,2,,,,,,,,
SP,46.1,A,3,11,12,3,18,,,,,,,
SP,46.1,A,2,4,5,15,16,,,,,,,
SP,46.1,A,1,7,13,,,,,,,,,
SP,46.2,D,6,45,44,,,,,,,,,
SP,46.2,D,5,40,46,48,53,52,,,,,,
SP,46.2,D,4,49,,,,,,,,,,
SP,46.2,D,3,41,42,51,,,,,,,,
SP,46.2,D,2,43,,,,,,,,,,
SP,46.2,D,1,39,50,47,,,,,,,,
SP,46.2,C,6,32,28,,,,,,,,,
SP,46.2,C,5,38,35,,,,,,,,,
SP,46.2,C,4,29,,,,,,,,,,
SP,46.2,C,3,30,33,37,36,,,,,,,
SP,46.2,C,2,34,,,,,,,,,,
SP,46.2,C,1,31,,,,,,,,,,
SP,46.2,B,6,16,18,,,,,,,,,
SP,46.2,B,5,15,23,25,27,,,,,,,
SP,46.2,B,4,22,,,,,,,,,,
